u,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup
-10.0,47.038113266018726,57.27779615060342,53.66741281904118,64.50258415072487
-9.0,47.51850715289971,56.73504248027081,54.17824746836335,63.93102879338537
-8.0,48.00229255428857,56.19542238277994,54.69243768104086,63.36247470468916
-7.0,48.48946196834146,55.65895633210985,55.209970007739514,62.79694689364646
-6.0,48.980007028441726,55.12566417683055,55.730830174264916,62.23446986202311
-5.0,49.4739185107959,54.59556511913131,56.25500309536373,61.67506758015695
-4.0,49.97118634315394,54.06867769443863,56.78247288953564,61.118763463106
-3.0,50.47179961463151,53.545019751673486,57.31322289481829,60.56558034718229
-2.0,50.97574658661094,53.02460843419898,57.84723568550688,60.015540466926765
-1.0,51.483014704694,52.50746016150412,58.38449308976656,59.46866543257818
-0.0,51.99359061167521,51.99359061167515,58.924976208093234,58.92497620809318
1.0,52.507460161504156,51.48301470469393,59.46866543257819,58.38449308976651
2.0,53.02460843419897,50.97574658661092,60.015540466926765,57.8472356855069
3.0,53.54501975167355,50.47179961463149,60.565580347182326,57.313222894818296
4.0,54.0686776944386,49.97118634315398,61.11876346310597,56.78247288953566
5.0,54.59556511913127,49.473918510795905,61.6750675801569,56.25500309536374
6.0,55.12566417683061,48.980007028441726,62.234469862023154,55.73083017426495
7.0,55.65895633210985,48.48946196834154,62.796946893646464,55.209970007739585
8.0,56.19542238277996,48.00229255428862,63.36247470468917,54.6924376810409
9.0,56.73504248027075,47.518507152899744,63.93102879338532,54.178247468363395
10.0,57.27779615060345,47.03811326601873,64.5025841507249,53.66741281904122
11.0,57.823662315897685,46.56111752426207,65.07711528491215,53.15994634479128
