u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sup_to_LL1_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
63.5,38.745977494358044,103.74465927305295,,,90.19213254608366,103.74465927305293
63.75,38.66754733521816,103.91574780288074,,,90.36044485511391,103.91574780288074
64.0,38.58928193019865,104.08693948560239,,,90.52886228232312,104.08693948560239
64.25,38.51118087971237,104.25823389397536,,,90.69738445581355,104.25823389397536
64.5,38.43324378406855,104.42963060200123,,,90.86601100477759,104.42963060200121
64.75,38.35547024349063,104.60112918492976,,,91.03474155949908,104.60112918492976
65.0,38.27785985812863,104.77272921926419,,,91.20357575135607,104.77272921926419
65.25,38.200412228072935,104.94443028276558,,,91.37251321282423,104.94443028276558
65.5,38.123126953369436,105.11623195445762,,,91.54155357747835,105.11623195445762
65.75,38.04600363403229,105.28813381463002,,,91.71069647999488,105.28813381463002
66.0,37.969041870058376,105.46013544484425,,,91.8799415561542,105.46013544484425
66.25,37.89224126144048,105.63223642793609,,,92.04928844284275,105.63223642793609
66.5,37.81560140818135,105.80443634802052,,,92.21873677805503,105.80443634802052
66.75,37.73912191030615,105.976734790495,,,92.38828620089534,105.976734790495
67.0,37.66280236787641,106.1491313420436,,,92.55793635158007,106.1491313420436
67.25,37.58664238100346,106.32162559063966,,,92.72768687143875,106.32162559063967
67.5,37.51064154986033,106.49421712555014,,,92.89753740291658,106.49421712555014
67.75,37.434799474695836,106.66690553733841,,,93.06748758957524,106.66690553733841
68.0,37.35911575584677,106.83969041786762,,,93.23753707609468,106.83969041786762
68.25,37.28358999375056,107.01257136030326,,,93.40768550827465,107.01257136030327
