u,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup
-20.0,42.421703842541866,70.37744979678706,48.746006919837576,70.37744979678706
-19.75,42.53294841534364,70.22717095942389,48.86486633758938,70.22717095942389
-19.5,42.64440652988546,70.07706131059427,48.983941094050245,70.07706131059427
-19.25,42.75607822193864,69.92712130312589,49.103231131871816,69.92712130312589
-19.0,42.86796352388068,69.77735138897806,49.22273639017877,69.77735138897805
-18.75,42.98006246468867,69.62775201921787,49.342456804568535,69.62775201921787
-18.5,43.09237506993399,69.4783236439967,49.462392307111784,69.4783236439967
-18.25,43.20490136177672,69.32906671252627,49.582542826353354,69.32906671252627
-18.0,43.31764135896041,69.17998167305527,49.7029082873129,69.17998167305527
-17.75,43.43059507680734,69.03106897284496,49.82348861148663,69.03106897284496
-17.5,43.543762527213566,68.88232905814584,49.9442837168483,68.88232905814583
-17.25,43.657143718645074,68.73376237417344,50.06529351785171,68.73376237417344
-17.0,43.77073865613311,68.58536936508412,50.18651792543241,68.58536936508412
-16.75,43.884547341271116,68.43715047395133,50.30795684701074,68.43715047395133
-16.5,43.99856977221036,68.28910614274167,50.429610186493825,68.28910614274166
-16.25,44.11280594365715,68.14123681229006,50.551477844279006,68.14123681229005
-16.0,44.22725584687008,67.99354292227618,50.67355971725755,67.99354292227616
-15.75,44.341919469656986,67.8460249111999,50.79585569881776,67.8460249111999
-15.5,44.456796796372544,67.69868321635765,50.918365678849106,67.69868321635765
-15.25,44.57188780791636,67.55151827381695,51.041089543746395,67.55151827381695
-15.0,44.687192481731245,67.40453051839323,51.164027176414656,67.40453051839322
-14.75,44.802710791800976,67.25772038362513,51.287178456273125,67.25772038362513
-14.5,44.9184427086499,67.11108830174973,51.41054325926127,67.11108830174972
-14.25,45.03438819934154,66.96463470367851,51.53412145784374,66.96463470367851
-14.0,45.15054722747779,66.81836001897312,51.65791292101598,66.81836001897312
-13.75,45.266919753198806,66.67226467582047,51.78191751431048,66.67226467582047
-13.5,45.38350573318248,66.52634910100886,51.90613509980261,66.52634910100885
-13.25,45.50030512064512,66.38061371990293,52.03056553611774,66.38061371990293
-13.0,45.6173178653415,66.2350589564195,52.15520867843769,66.2350589564195
-12.75,45.734543913565744,66.08968523300337,52.280064378507866,66.08968523300335
-12.5,45.8519832081521,65.94449297060223,52.40513248464467,65.94449297060221
-12.25,45.96963568847704,65.79948258864295,52.53041284174375,65.79948258864295
-12.0,46.0875012904598,65.6546545050065,52.65590529128696,65.6546545050065
-11.75,46.205579946564946,65.51000913600393,52.78160967135153,65.51000913600393
-11.5,46.32387158580434,65.36554689635149,52.907525816617984,65.36554689635147
-11.25,46.44237613373969,65.2212681991468,53.03365355837946,65.22126819914679
-11.0,46.5610935124854,65.0771734558438,53.1599927245507,65.07717345584379
-10.75,46.680023640711056,64.93326307622907,53.28654313967686,64.93326307622907
-10.5,46.79916643364541,64.78953746839704,53.41330462494402,64.78953746839704
-10.25,46.91852180307991,64.64599703872557,53.54027699818874,64.64599703872557
-10.0,47.038089657372204,64.5026421918519,53.66746007390814,64.50264219185189
-9.75,47.15786990145048,64.35947333064867,53.79485366327044,64.35947333064867
-9.5,47.27786243681814,64.21649085619885,53.9224575741259,64.21649085619883
-9.25,47.398067161558224,64.07369516777226,54.0502716110175,64.07369516777226
-9.0,47.51848397033901,63.93108666280151,54.178295575192884,63.93108666280151
-8.75,47.63911275441861,63.78866573685733,54.306529264614944,63.788665736857325
-8.5,47.75995340165095,63.64643278362509,54.43497247397442,63.64643278362509
-8.25,47.88100579649202,63.504388194880384,54.56362499470195,63.504388194880384
-8.0,48.00226982000514,63.362532360465366,54.69248661497969,63.362532360465366
-7.75,48.12374534986823,63.22086566826492,54.82155711975476,63.22086566826491
