LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup,u
55.22806811517453,75.9588840054381,55.22806811517452,75.9588840054381,20.0
54.77986539016785,76.54368755289211,54.77986539016785,76.5436875528921,21.0
54.33511875356254,77.13144339031518,54.33511875356253,77.13144339031518,22.000000000000004
53.89382118432498,77.72212360949716,53.89382118432496,77.72212360949715,23.000000000000004
53.45596481613307,78.31569985889865,53.45596481613307,78.31569985889864,24.000000000000004
53.02154095214621,78.91214337007796,53.02154095214621,78.91214337007796,25.000000000000004
