0.0,[ 0.802  0.897  0.509  0.660  0.854 -0.227 -0.311 -0.241]
1.0,[ 0.777  0.905  0.447  0.556  0.855 -0.094 -0.394 -0.212]
2.0,[ 0.945  0.571  0.871  0.150  0.048  0.783  0.099  0.252]
3.0,[ 0.715  0.591  0.738  0.457  0.571  0.407  0.037  0.509]
4.0,[ 0.903  0.333  0.850  0.571  0.643 -0.008 -0.323 -0.049]
