u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Km_Sup_to_LL2_Km_Sup
-1.0,65.44426235480188,65.44426235480188,,
0.0,,,64.92339540042671,64.92339540042673
1.0,,,65.44426235480188,65.44426235480188
