u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown
0.0,59.21459596,58.50473037,60.65433542,50.32026798,,
1.0,59.22248608,57.90581905,61.17225352,50.43720229,,
2.0,,,53.17780492,55.86623375,62.49250633,60.24139534
3.0,,,53.58156412,55.39049441,63.00722895,60.9315956
