u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sup_to_LL1_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
-20.0,75.96303053962934,55.22964954409199,70.14232023331739,66.70920291111754,,
-19.75,75.81727623518593,55.34225269978955,70.00082230761029,66.56228037169103,,
-19.5,75.67170857007966,55.455072406574935,69.85951431193126,66.41553111466956,,
-19.25,75.52632796733415,55.568108748864425,69.71839662862959,66.26895556784916,,
-19.0,75.38113484798468,55.68136180763617,69.57746963790527,66.12255415797931,,
-18.75,75.23612963105296,55.794831660419085,69.43673371778549,65.97632731073969,,
-18.5,75.09131273352243,55.908518381280814,69.29618924410156,65.83027545071705,,
-18.25,74.94668457031156,56.02242204081683,69.15583659046398,65.68439900138229,,
-18.0,74.80224555425036,56.13654270613944,69.01567612824071,65.53869838506725,,
-17.75,74.6579960960536,56.250880440867036,68.87570822653205,65.39317402294112,,
-17.5,74.51393660429764,56.36543530511358,68.73593325214934,65.24782633498785,,
-17.25,74.37006748539359,56.48020735547757,68.59635156958981,65.10265573998251,,
-17.0,74.22638914356388,56.595196645033894,68.45696354101509,64.95766265546767,,
-16.75,74.08290198081643,56.71040322332203,68.31776952622705,64.8128474977305,,
-16.5,73.93960639692105,56.82582713633775,68.1787698826462,64.66821068177953,,
-16.25,73.79650278938405,56.941468426523855,68.03996496528794,64.52375262132045,,
-16.0,73.653591553424,57.05732713276062,67.90135512674047,64.37947372873339,,
-15.75,73.51087308194764,57.17340329035772,67.76294071714238,64.23537441504904,,
-15.5,73.36834776552527,57.28969693104524,67.62472208416003,64.09145508992582,,
-15.25,73.2260159923668,57.40620808296614,67.48669957296543,63.947716161625266,,
-15.0,73.08387814829743,57.52293677066788,67.34887352621409,63.80415803698955,,
-14.75,72.94193461673447,57.639883015094725,67.2112442840235,63.66078112141772,,
-14.5,72.80018577866278,57.757046833580645,67.07381218395074,63.51758581884163,,
-14.25,72.65863201261166,57.874428239842274,,59.61894818558195,45.034388199341514,
-14.0,72.51727369463092,57.99202724397208,,59.47970695524197,45.15054722747778,
-13.75,72.37611119826778,58.10984385243163,,59.340654638866866,45.266919753198806,
