u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup,LL1_Km_Sdown_to_LL2_Km_Sdown
7.25,,61.24938900667814,68.77578075885857,68.77578075885857
7.5,,61.12592442614623,68.91172951051864,68.91172951051864
7.75,,61.00267632900032,69.04788284466173,69.04788284466173
8.0,,60.87964480452229,69.18424046049697,69.18424046049697
8.25,,60.75682993829622,69.32080205418092,69.32080205418092
8.5,,60.63423181220635,69.4575673188367,69.45756731883668
8.75,,60.511850504436964,69.59453594457248,69.59453594457247
9.0,,60.3896860894713,69.73170761850068,69.73170761850068
9.25,,60.267738638092254,69.86908202475716,69.86908202475716
9.5,,60.146008217381066,70.00665884452162,70.00665884452162
9.75,,60.024494890718984,70.14443775603651,70.1444377560365
10.0,,59.903198717786914,70.28241843462754,70.28241843462753
10.25,,59.782119754567354,70.42060055272333,70.42060055272333
10.5,,59.661258053344724,70.55898377987663,70.55898377987661
10.75,,59.540613662707756,70.69756778278438,70.69756778278438
11.0,,59.420186627550635,70.83635222530813,70.83635222530813
11.25,,59.299976989075844,70.97533676849585,70.97533676849584
11.5,,59.179984784796254,71.11452107060252,71.11452107060252
11.75,,59.060210048537726,71.25390478711151,71.25390478711151
12.0,,58.94065281044296,71.39348757075629,71.39348757075629
12.25,,58.82131309697375,71.533269071542,71.533269071542
12.5,,58.70219093091558,71.67324893676718,71.67324893676717
12.75,,58.583286331381,71.8134268110458,71.81342681104579
13.0,,58.46459931381421,71.95380233632982,71.95380233632982
13.25,,58.34612988999535,72.09437515193079,72.09437515193079
13.5,,58.22787806804551,72.23514489454372,72.23514489454372
13.75,,58.10984385243165,72.37611119826786,72.37611119826786
14.0,,57.992027243971975,72.51727369463097,72.51727369463097
14.25,,57.87442823984235,72.65863201261169,72.65863201261169
14.5,,57.757046833580475,72.80018577866294,72.80018577866294
14.75,,57.639883015094725,72.94193461673443,72.94193461673441
15.0,,57.52293677066787,73.08387814829749,73.08387814829749
15.25,,57.406208082966266,73.22601599236677,73.22601599236677
15.5,,57.28969693104534,73.36834776552529,73.36834776552529
15.75,,57.17340329035762,73.51087308194764,73.51087308194762
16.0,,57.05732713276052,73.65359155342402,73.65359155342402
16.25,,56.94146842652385,73.79650278938401,73.79650278938401
16.5,,56.82582713633767,73.93960639692102,73.93960639692101
16.75,,56.710403223321926,74.0829019808165,74.0829019808165
17.0,,56.595196645033795,74.22638914356386,74.22638914356386
17.25,,56.48020735547766,74.3700674853937,74.3700674853937
17.5,,56.36543530511354,74.51393660429765,74.51393660429765
17.75,,56.25088044086712,74.65799609605365,74.65799609605364
18.0,,56.13654270613942,74.80224555425036,74.80224555425036
18.25,,56.022422040816856,74.94668457031172,74.94668457031172
18.5,,55.908518381280714,75.0913127335224,75.0913127335224
18.75,,55.79483166041907,75.23612963105305,75.23612963105305
19.0,,55.68136180763611,75.38113484798463,75.38113484798461
19.25,,55.5681087488644,75.52632796733417,75.52632796733415
19.5,,55.45507240657498,75.67170857007974,75.67170857007974
19.75,,55.342252699789576,75.81727623518601,75.817276235186
20.0,,55.22964954409202,75.96303053962943,75.96303053962941
20.25,,55.11726285164068,76.10897105842415,76.10897105842415
20.5,,55.00509253117974,76.2550973646471,76.2550973646471
20.75,,54.89313848805279,76.4014090294634,76.40140902946338
21.0,,54.78140062421422,76.54790562215263,76.54790562215261
21.25,,54.66987883824346,76.69458671013389,76.69458671013388
21.5,,54.55857302535673,76.84145185899237,76.84145185899237
21.75,,54.44748307742141,76.98850063250394,76.98850063250394
22.0,,54.336608882969145,77.13573259266232,77.13573259266231
22.25,,54.22595032720989,77.28314729970364,77.28314729970363
22.5,,54.1155072920451,77.43074431213323,77.43074431213323
22.75,,54.00527965608316,77.57852318675117,77.57852318675117
23.0,,53.89526729465268,77.72648347867832,77.72648347867832
23.25,,53.78547007981774,77.87462474138249,77.87462474138249
23.5,,53.675887880392644,78.02294652670379,78.02294652670379
23.75,,53.56652056195648,78.17144838488151,78.1714483848815
24.0,,53.45736798686889,78.32012986457931,78.32012986457931
24.25,,53.34843001428516,78.46899051291189,78.46899051291187
24.5,,53.23970650017197,78.61802987547047,78.61802987547046
24.75,,53.131197297322885,78.76724749634957,78.76724749634954
25.0,,53.02290225537481,78.91664291817237,78.91664291817237
25.25,,52.91482122082388,79.06621568211665,79.06621568211665
25.5,,52.80695403704137,79.21596532794145,79.21596532794143
25.75,,52.699300544291,79.36589139401285,79.36589139401283
26.0,,52.591860579745116,79.51599341732963,79.51599341732961
26.25,,52.48463397750179,79.66627093354964,79.66627093354964
26.5,,52.37762056860157,79.81672347701556,79.81672347701553
26.75,,52.27082018104507,79.96735058078102,79.96735058078102
27.0,,52.164232639809725,80.1181517766364,80.1181517766364
27.25,,52.057857766868096,80.26912659513427,80.26912659513425
27.5,,51.95169538120477,80.42027456561651,80.4202745656165
27.75,,51.84574529883462,80.57159521623883,80.57159521623882
28.0,,51.74000733282067,80.72308807399708,80.72308807399706
28.25,,51.63448129329262,80.87475266475295,80.87475266475295
28.5,,51.52916698746416,81.02658851325992,81.02658851325992
28.75,,51.42406421965221,81.1785951431884,81.1785951431884
29.0,,51.319172791295344,81.33077207715148,81.33077207715148
29.25,,51.21449250097207,81.4831188367313,81.48311883673128
29.5,,51.11002314442028,81.63563494250255,81.63563494250252
29.75,,51.00576451455544,81.78831991406074,81.78831991406074
30.0,,50.90171640149038,81.94117327004479,81.94117327004477
30.25,,50.79787859255386,82.09419452816446,82.09419452816445
30.5,,50.694250872310526,82.24738320522393,82.24738320522393
30.75,,50.590833022579815,82.40073881714852,82.40073881714852
31.0,,50.48762482245574,82.5542608790086,82.55426087900858
31.25,,50.384626048326666,82.70794890504476,82.70794890504474
31.5,,50.2818364738946,82.86180240869395,82.86180240869393
31.75,,50.1792558701957,83.01582090261238,83.01582090261238
32.0,,50.07688400561991,83.17000389870243,83.17000389870242
32.25,,49.974720645930816,83.32435090813544,83.32435090813544
32.5,,49.87276555428644,83.47886144137779,83.47886144137779
32.75,,49.77101849125882,83.63353500821442,83.63353500821442
33.0,,49.669479214855066,83.78837111777406,83.78837111777406
33.25,,49.56814748053679,83.9433692785531,83.9433692785531
33.5,,49.46702304124185,84.09852899843963,84.09852899843962
33.75,,49.36610564740415,84.25384978473814,84.25384978473812
34.0,,49.2653950469744,84.40933114419326,84.40933114419326
34.25,,49.16489098544145,84.56497258301397,84.56497258301395
34.5,,49.064593205852276,84.72077360689683,84.72077360689683
34.75,,48.96450144883332,84.87673372105041,84.87673372105041
35.0,,48.86461545261176,85.0328524302185,85.0328524302185
35.25,,48.76493495303596,85.18912923870371,85.18912923870371
35.5,,48.665459683596815,85.34556365039087,85.34556365039086
35.75,,48.566189375449284,85.50215516877041,85.5021551687704
36.0,,48.4671237574327,85.658903296961,85.658903296961
36.25,,48.36826255609299,85.81580753773378,85.81580753773378
36.5,,48.26960549570332,85.97286739353376,85.97286739353375
36.75,,48.171152298285676,86.13008236650347,86.13008236650347
37.0,,48.07290268363266,86.2874519585063,86.2874519585063
37.25,,47.97485636932802,86.44497567114702,86.444975671147
37.5,,47.87701307076885,86.60265300579633,86.6026530057963
37.75,,47.779372501187005,86.76048346361172,86.76048346361172
38.0,,47.68193437167064,86.91846654556069,86.91846654556069
38.25,,47.584698391185334,87.07660175244143,87.07660175244143
38.5,,47.487664266596376,87.23488858490607,87.23488858490606
38.75,,47.39083170268994,87.39332654348172,87.39332654348172
39.0,,47.29420040219474,87.55191512859199,87.55191512859199
39.25,,47.19777006580421,87.71065384057857,87.71065384057856
39.5,,47.101540392197435,87.86954217972303,87.86954217972301
39.75,,47.00551107806132,88.02857964626683,88.02857964626682
40.0,,46.90968181811248,88.18776574043389,88.18776574043389
40.25,,46.81405230511809,88.34709996245002,88.34709996245002
40.5,,46.71862222991856,88.50658181256489,88.50658181256489
40.75,,46.62339128144924,88.66621079107131,88.66621079107131
41.0,,46.52835914676118,88.82598639832683,88.82598639832682
41.25,,46.433525511043854,88.98590813477375,88.98590813477375
41.5,,46.33889005764651,89.14597550095877,89.14597550095877
41.75,,46.24445246809989,89.30618799755291,89.30618799755291
42.0,,46.15021242213802,89.4665451253725,89.4665451253725
42.25,,46.05616959771944,89.62704638539756,89.62704638539756
42.5,,45.962323671050235,89.78769127879168,89.78769127879168
42.75,,45.86867431660362,89.94847930692185,89.94847930692185
43.0,,45.775221207143794,90.10940997137709,90.10940997137708
43.25,,45.68196401374569,90.27048277398728,90.27048277398728
43.5,,45.58890240581825,90.43169721684316,90.43169721684316
43.75,,45.496036051124506,90.59305280231388,90.59305280231388
44.0,,45.40336461580413,90.7545490330658,90.75454903306579
44.25,,45.31088776439475,90.91618541208135,90.91618541208135
44.5,,45.21860515985322,91.07796144267698,91.07796144267697
44.75,,45.126516463577374,91.23987662852085,91.23987662852085
45.0,,45.03462133542715,91.40193047365122,91.4019304736512
45.25,,44.94291943374621,91.56412248249373,91.56412248249373
45.5,,44.85141041538346,91.7264521598797,91.7264521598797
45.75,,44.76009393571393,91.88891901106264,91.88891901106263
46.0,,44.66896964866028,92.05152254173592,92.0515225417359
46.25,,44.578037206714114,92.21426225804974,92.21426225804973
46.5,,44.48729626095703,92.37713766662819,92.37713766662816
46.75,,44.39674646108165,92.54014827458555,92.54014827458555
47.0,,44.306387455413244,92.70329358954316,92.70329358954316
47.25,,44.216218890929724,92.86657311964564,92.86657311964564
47.5,,44.12624041328377,93.02998637357723,93.02998637357723
47.75,,44.03645166682283,93.1935328605777,93.1935328605777
48.0,,43.946852294610764,93.35721209045826,93.35721209045826
48.25,,43.85744193844771,93.52102357361699,93.52102357361699
48.5,,43.76822023889163,93.68496682105499,93.68496682105499
48.75,,43.67918683527893,93.8490413443907,93.84904134439068
49.0,,43.59034136574434,94.01324665587615,94.01324665587613
49.25,,43.501683467242124,94.1775822684113,94.1775822684113
49.5,,43.413212775566585,94.34204769555937,94.34204769555936
49.75,,43.32492892537209,94.50664245156017,94.50664245156017
50.0,,43.236831550193244,94.67136605134658,94.67136605134658
50.25,,43.14892028246609,94.83621801055708,94.83621801055708
50.5,,43.06119475354689,95.00119784555125,95.00119784555125
50.75,,42.97365459373393,95.16630507342214,95.16630507342214
51.0,,42.886299432285725,95.33153921201213,95.33153921201213
51.25,,42.799128897442486,95.49689977992425,95.49689977992425
51.5,,42.71214261644489,95.66238629653762,95.66238629653762
51.75,,42.625340215554736,95.82799828201905,95.82799828201905
52.0,,42.53872132007401,95.99373525733742,95.99373525733742
52.25,,42.45228555436491,96.1595967442762,96.1595967442762
52.5,,42.36603254186922,96.32558226544522,96.32558226544522
52.75,,42.27996190512732,96.49169134429516,96.49169134429516
53.0,,42.19407326579891,96.65792350512784,96.65792350512784
53.25,,42.10836624468046,96.82427827311002,96.82427827311002
53.5,,42.02284046172554,96.99075517428486,96.99075517428486
53.75,,41.93749553606396,97.15735373558343,97.15735373558341
54.0,,41.85233108602026,97.32407348483716,97.32407348483716
54.25,,41.76734672913296,97.49091395078884,97.49091395078885
54.5,,41.682542082172844,97.65787466310428,97.65787466310427
54.75,,41.597916761162296,97.8249551523829,97.8249551523829
55.0,,41.51347038139377,97.99215495016995,97.99215495016995
55.25,,41.42920255744841,98.159473588966,98.159473588966
55.5,,41.34511290321367,98.32691060223864,98.32691060223863
55.75,,41.26120103190292,98.49446552443237,98.49446552443239
56.0,,41.17746655607236,98.66213789097921,98.66213789097921
56.25,,41.09390908764016,98.82992723830898,98.82992723830897
56.5,,41.01052823790411,98.997833103859,98.99783310385898
56.75,,40.92732361755918,99.16585502608439,99.16585502608439
57.0,,40.844294836716074,99.3339925444669,99.3339925444669
57.25,,40.76144150491846,99.50224519952607,99.50224519952607
57.5,,40.67876323116016,99.67061253282597,99.67061253282597
57.75,,40.596259623903535,99.83909408698737,99.83909408698736
58.0,,40.51393029109646,100.00768940569442,100.0076894056944
58.25,,40.43177484018952,100.17639803370456,100.17639803370454
58.5,,40.34979287815315,100.34521951685738,100.34521951685738
58.75,,40.26798401149502,100.51415340208248,100.51415340208248
59.0,,40.18634784627643,100.6831992374081,100.6831992374081
59.25,,40.104883988129686,100.85235657196975,100.85235657196974
59.5,,40.02359204227492,101.02162495601732,101.02162495601732
59.75,,39.94247161353605,101.19100394092447,101.19100394092446
60.0,,39.861522306357536,101.36049307919482,101.36049307919481
60.25,,39.7807437248214,101.53009192446987,101.53009192446987
60.5,,39.70013547266294,101.69980003153778,101.69980003153779
60.75,,39.61969715328642,101.86961695633846,101.86961695633846
61.0,,39.539428369782414,102.03954225597238,102.03954225597238
61.25,,39.45932872494249,102.2095754887069,102.20957548870689
61.5,,39.37939782127618,102.3797162139827,102.3797162139827
61.75,,39.29963526102543,102.54996399242161,102.54996399242161
62.0,,39.22004064618124,102.72031838583135,102.72031838583135
62.25,,39.14061357849861,102.89077895721371,102.89077895721371
62.5,,39.06135365951229,103.06134527076921,103.06134527076921
62.75,,38.98226049055176,103.23201689190401,103.232016891904
63.0,,38.90333367275645,103.40279338723607,103.40279338723607
63.25,,38.82457280709049,103.57367432459996,103.57367432459996
63.5,,38.745977494358044,103.74465927305293,103.74465927305292
63.75,,38.66754733521817,103.91574780288073,103.91574780288073
64.0,,38.58928193019865,104.08693948560239,104.08693948560239
64.25,,38.51118087971237,104.25823389397536,104.25823389397536
64.5,,38.43324378406856,104.42963060200121,104.4296306020012
64.75,,38.35547024349062,104.60112918492976,104.60112918492976
65.0,,38.27785985812864,104.77272921926419,104.77272921926419
65.25,,38.200412228072935,104.94443028276558,104.94443028276558
65.5,,38.12312695336944,105.11623195445762,105.11623195445762
65.75,,38.046003634032296,105.28813381463002,105.28813381463002
66.0,,37.96904187005839,105.46013544484425,105.46013544484425
66.25,,37.89224126144049,105.63223642793608,105.63223642793608
66.5,,37.81560140818136,105.80443634802052,105.80443634802052
66.75,,37.73912191030616,105.97673479049499,105.976734790495
67.0,,37.662802367876424,106.1491313420436,106.1491313420436
67.25,,37.586642381003465,106.32162559063967,106.32162559063968
67.5,,37.51064154986033,106.49421712555015,106.49421712555014
67.75,,37.43479947469584,106.66690553733841,106.66690553733841
68.0,,37.35911575584678,106.83969041786762,106.83969041786762
68.25,,37.28358999375057,107.01257136030327,107.01257136030327
68.5,,37.208221788957935,107.18554795911639,107.18554795911639
68.75,,37.13301074214554,107.3586198100866,107.35861981008661
69.0,,37.057956454127904,107.53178651030382,107.53178651030382
69.25,,36.98305852586998,107.70504765817185,107.70504765817185
69.5,,36.908316558498775,107.87840285341014,107.87840285341014
69.75,,36.833730153315834,108.05185169705612,108.05185169705612
70.0,,36.75929891180914,108.2253937914673,108.2253937914673
70.25,,36.685022435664266,108.39902874032359,108.39902874032359
70.5,,36.610900326776026,108.57275614862907,108.57275614862907
70.75,,36.53693218726113,108.74657562271334,108.74657562271334
71.0,,36.46311761946774,108.92048677023378,108.9204867702338
71.25,,36.38945622598876,109.09448920017687,109.09448920017687
71.5,,36.315947609670836,109.26858252285987,109.26858252285987
71.75,,36.2425913736277,109.44276634993153,109.44276634993153
72.0,,36.16938712124893,109.61704029437391,109.61704029437391
72.25,,36.09633445621224,109.79140397050335,109.79140397050335
72.5,,36.02343298249398,109.96585699397133,109.96585699397133
72.75,,35.95068230437879,110.14039898176539,110.14039898176539
73.0,,35.87808202647125,110.31502955221018,110.31502955221016
73.25,,35.8056317537057,110.4897483249672,110.4897483249672
73.5,,35.73333109135652,110.66455492103714,110.66455492103715
73.75,,35.661179645048165,110.83944896275871,110.83944896275872
74.0,,35.58917702076514,111.01443007380934,111.01443007380934
74.25,,35.51732282486267,111.18949787920631,111.1894978792063
74.5,,35.44561666407562,111.36465200530566,111.36465200530566
74.75,,35.37405814552841,111.53989207980338,111.53989207980337
75.0,,35.30264687674497,111.71521773173454,111.71521773173453
75.25,,35.23138246565745,111.89062859147366,111.89062859147367
75.5,,35.16026452061679,112.066124290734,112.06612429073402
75.75,,35.08929265040089,112.24170446256818,112.24170446256818
76.0,,35.01846646422405,112.41736874136643,112.41736874136643
76.25,,34.94778557174641,112.59311676285698,112.593116762857
76.5,,34.87724958308255,112.76894816410518,112.76894816410517
76.75,,34.806858108809905,112.9448625835133,112.9448625835133
77.0,,34.736610759978845,113.12085966081847,113.12085966081847
77.25,,34.66650714811968,113.29693903709328,113.29693903709328
77.5,,34.59654688525187,113.47310035474385,113.47310035474385
77.75,,34.526729583893015,113.64934325750932,113.64934325750932
78.0,,34.45705485706594,113.82566739045998,113.82566739045998
78.25,,34.38752231830857,114.00207239999706,114.00207239999706
78.5,,34.31813158167966,114.17855793385039,114.17855793385039
78.75,,34.24888226176924,114.35512364107794,114.35512364107794
79.0,,34.17977397370497,114.53176917206387,114.53176917206387
79.25,,34.11080633316027,114.70849417851635,114.70849417851635
79.5,,34.04197895636267,114.88529831346766,114.88529831346767
79.75,,33.97329146009989,115.06218123127053,115.06218123127054
