u,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup
-10.0,53.66741281904118,64.50258415072487,53.66741281904118,64.50258415072487
-9.0,54.17824746836335,63.93102879338538,54.17824746836335,63.93102879338537
-8.0,54.69243768104086,63.36247470468916,54.69243768104086,63.36247470468916
-7.0,55.20997000773952,62.79694689364646,55.209970007739514,62.79694689364646
-6.0,55.73083017426492,62.23446986202312,55.730830174264916,62.23446986202311
-5.0,56.25500309536375,61.67506758015695,56.25500309536373,61.67506758015695
-4.0,56.78247288953564,61.118763463106,56.78247288953564,61.118763463106
-3.0,57.3132228948183,60.5655803471823,57.31322289481829,60.56558034718229
-2.0,57.84723568550688,60.015540466926765,57.84723568550688,60.015540466926765
-1.0,58.384493089766565,59.46866543257818,58.38449308976656,59.46866543257818
-0.0,58.92497620809324,58.924976208093184,58.924976208093234,58.92497620809318
1.0,59.46866543257819,58.38449308976652,59.46866543257819,58.38449308976651
2.0,60.015540466926765,57.8472356855069,60.015540466926765,57.8472356855069
3.0,60.56558034718233,57.3132228948183,60.565580347182326,57.313222894818296
4.0,61.11876346310598,56.78247288953566,61.11876346310597,56.78247288953566
5.0,61.6750675801569,56.25500309536375,61.6750675801569,56.25500309536374
6.0,62.23446986202316,55.73083017426496,62.234469862023154,55.73083017426495
7.0,62.796946893646464,55.20997000773959,62.796946893646464,55.209970007739585
8.0,63.36247470468918,54.6924376810409,63.36247470468917,54.6924376810409
9.0,63.93102879338533,54.178247468363395,63.93102879338532,54.178247468363395
10.0,64.5025841507249,53.66741281904122,64.5025841507249,53.66741281904122
11.0,65.07711528491215,53.15994634479128,65.07711528491215,53.15994634479128
