u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sup_to_LL2_Km_Sup
-8.0,75.61796113655727,68.75604097182902,44.28898613123376,51.719391035079965,,
-7.0,75.16809161236944,69.16400938943458,44.73219151260602,51.23391742919851,,
-6.0,74.72102799533583,69.57474464448634,45.178232088107215,50.751230459924464,,
-5.0,74.2767705393739,69.98825250184123,45.62710740240289,50.27133654255498,,
-4.0,73.83531902346563,70.4045382838222,46.078816530762765,49.79424165341107,,
-3.0,73.39667275219318,70.82360686544766,46.53335807941794,49.319951325219314,,
-2.0,72.96083055667916,71.24546267001321,46.9907301863254,48.848470642851154,,
-1.0,72.52779079593034,71.67010966503886,47.45093052233874,48.37980423942513,,
0.0,71.6651190013472,71.66511953009123,47.91395628923193,47.91395629633282,,
1.0,71.67010966503885,72.52779079593034,48.379804239425134,47.45093052233874,,
2.0,71.2454626700132,72.96083055667914,48.848470642851154,46.9907301863254,,
3.0,70.82360686544764,73.3966727521932,49.319951325219314,46.53335807941794,,
4.0,70.4045382838222,73.83531902346563,49.79424165341106,46.078816530762765,,
5.0,69.98825250184122,74.27677053937393,50.27133654255498,45.62710740240289,,
6.0,69.57474464448634,74.72102799533585,50.75123045992447,45.178232088107215,,
7.0,69.16400938943463,75.16809161236941,51.23391742919853,44.73219151260602,,
8.0,68.75604097182905,75.61796113655727,51.71939103507996,44.28898613123376,,
9.0,68.35083318939557,76.07063583891781,52.207644428258405,43.84861592998027,,
10.0,67.94837940789382,76.52611451568082,52.69867033071153,43.41108042595075,,
11.0,67.54867256689393,76.9843954889686,53.19246104133295,42.97637866823429,,
12.0,,64.47275356334411,62.971293969254404,,62.97129396925435,64.47275356334421
13.0,,65.01236913684119,63.54375181294253,,63.543751812942524,65.01236913684124
14.0,,65.55520416804279,64.11914716482181,,64.11914716482178,65.55520416804282
15.0,,66.1012581346233,64.69746740226216,,64.69746740226209,66.10125813462332
16.0,,66.65051603273676,65.27868960369273,,65.2786896036927,66.65051603273673
17.0,,67.20295857978029,65.86278791963704,,65.86278791963697,67.20295857978037
18.0,,67.75856461099623,66.4497352975747,,66.44973529757469,67.75856461099625
19.0,,68.31731182395033,67.03950402075392,,67.03950402075391,68.31731182395033
