u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
20.0,55.229575972917836,75.96291894896021,66.7083703043008,70.14124674644115
21.0,54.78132874360813,76.5477943378904,67.2977913371722,70.7091343199626
22.000000000000004,54.33653869376521,77.13562168198156,67.88995070884773,71.2800301354437
