u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
0.0,58.69125952,62.35635789,53.91123231,62.35635789
1.0,58.20154758,62.86016235,54.4266475,62.86016235
2.0,57.71514602,63.36720106,54.94524604,63.36720106
3.0,57.23206166,63.87746224,55.46701239,63.87746224
