u,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup
0.0,58.54136799,58.49784619,58.54136799
1.0,59.08254948,57.96153645,59.08254948
2.0,59.62690441,57.4284201,59.62690441
3.0,60.17441226,56.89851526,60.17441226
