u,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sup_to_LL1_Kp_Sup
64.5,99.38377257953877,30.93393951308841,,99.38377257953874
64.75,99.55705172653875,30.85151496152314,,99.55705172653873
65.0,99.73042223503715,30.76926902118096,,99.73042223503715
65.25,99.90388375652935,30.687201321260865,,99.90388375652934
65.5,100.07743594375967,30.60531149031201,,100.07743594375965
65.75,100.25107845072176,30.52359915625169,,100.25107845072175
66.0,100.42481093265889,30.442063946383122,,100.42481093265889
66.25,100.5986330460639,30.360705487414037,,100.59863304606387
66.5,100.77254444867893,30.279523405474112,,100.77254444867891
66.75,100.94654479949554,30.19851732613342,,100.94654479949554
67.0,101.12063375875437,30.117686874419793,,101.12063375875437
67.25,101.29481098794464,30.03703167483664,,101.29481098794463
67.5,101.46907614980427,29.95655135138049,,101.46907614980428
67.75,101.6434289083189,29.876245527558428,,101.64342890831884
68.0,101.81786892872152,29.796113826405737,,101.81786892872154
68.25,101.99239587749213,29.716155870502664,,101.99239587749213
68.5,102.1670094223571,29.636371281992155,,102.1670094223571
68.75,102.34170923228785,29.55675968259674,,102.34170923228785
69.0,102.51649497750074,29.477320693635278,,102.51649497750076
69.25,102.69136632945592,29.398053936040053,,102.69136632945592
69.5,102.86632296085631,29.31895903037378,,102.86632296085631
69.75,103.04136454564684,29.24003559684577,,103.04136454564684
70.0,103.21649075901308,29.16128325532868,,103.21649075901308
70.25,103.39170127738024,29.08270162537512,,103.39170127738025
70.5,103.56699577841246,29.00429032623412,,103.56699577841246
70.75,103.74237394101053,28.92604897686681,,103.74237394101053
71.0,103.91783544531194,28.847977195963388,,103.91783544531194
71.25,104.09337997268761,28.77007460195829,,104.09337997268761
71.5,104.26900720574307,28.692340813046673,,104.2690072057431
71.75,104.44471682831423,28.614775447200135,,104.44471682831423
72.0,104.62050852546781,28.537378122182442,,104.62050852546783
72.25,104.79638198349895,28.460148455564923,,104.79638198349897
72.5,104.97233688992932,28.383086064742375,,104.97233688992935
72.75,105.1483729335061,28.306190566947905,,105.1483729335061
73.0,105.32448980419963,28.229461579268776,,105.32448980419963
73.25,105.50068719320183,28.1528987186612,,105.50068719320183
73.5,105.67696479292422,28.076501601965482,,105.67696479292425
73.75,105.85332229699617,28.000269845920965,,105.8533222969962
74.0,106.02975940026292,27.924203067181256,,106.02975940026292
74.25,106.20627579878317,27.84830088232802,,106.20627579878317
74.5,106.38287118982731,27.77256290788676,,106.38287118982731
74.75,106.55954527187558,27.696988760340368,,106.55954527187559
75.0,106.73629774461523,27.621578056144163,,106.73629774461523
75.25,106.91312830893912,27.54633041173973,,106.91312830893912
75.5,107.0900366669422,27.4712454435695,,107.0900366669422
75.75,107.26702252192057,27.39632276809044,,107.26702252192055
76.0,107.44408557836856,27.321562001788166,,107.44408557836854
76.25,107.62122554197595,27.246962761191075,,107.62122554197595
76.5,107.79844211962606,27.172524662883493,,107.7984421196261
76.75,107.97573501939343,27.09824732351968,,107.97573501939344
77.0,108.15310395054006,27.024130359837407,,108.15310395054004
77.25,108.33054862351455,26.950173388671118,,108.33054862351457
77.5,108.50806874994856,26.876376026965406,,108.50806874994859
77.75,108.68566404265381,26.802737891787704,,108.68566404265383
78.0,108.86333421562031,26.729258600342412,,108.8633342156203
78.25,109.04107898401266,26.655937769982568,,109.04107898401267
78.5,109.21889806416857,26.582775018223828,,109.21889806416857
78.75,109.39679117359444,26.50976996275638,,109.39679117359442
79.0,109.57475803096403,26.43692222145768,,109.57475803096403
79.25,109.75279835611457,26.364231412405722,,109.75279835611457
79.5,109.93091187004414,26.291697153890244,,109.93091187004413
79.75,110.10909829490947,26.21931906442604,,110.10909829490946
