u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
0.0,63.00166632,60.64863481,63.00166664,60.64863449
1.0,62.50881289,61.14268657,62.50881289,61.14268657
2.0,62.01934663,61.64010726,62.01934663,61.64010726
3.0,61.5332746,62.14088753,61.5332746,62.14088753
4.0,61.05060287,62.64501721,61.05060287,62.64501721
