u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown
0.0,59.17461167,50.34216775,58.94567796,54.95040985,,
1.0,,,59.48985847,54.42887401,52.86305343,58.86578274
2.0,,,60.03722709,53.91060129,53.38207255,59.36593444
3.0,,,61.37465354,62.56173368,57.92802198,59.61061387
