-10.0,-1.2611039316290334e-06
-9.0,-1.7640195841140814e-06
-8.0,-2.0207464485366258e-06
-7.0,-2.2108100402863802e-06
-6.0,-2.408031139545722e-06
-5.0,-2.653083751455548e-06
-4.0,-2.9794179577894474e-06
-3.0,-3.426204264588544e-06
-2.0,-4.049381146138529e-06
-1.0,-4.93696482709807e-06
-0.0,-6.236129779740806e-06
1.0,-8.206926137330758e-06
2.0,-1.1338094274381056e-05
3.0,-1.6619677097431157e-05
4.0,-2.6257056321853434e-05
5.0,-4.581836890121784e-05
6.0,-9.203572623798252e-05
7.0,-0.00023026026586528376
8.0,-0.4128475468850673
9.0,-0.4128494931123784
10.0,-0.4128507702904953
11.0,-0.8256920520463384
12.0,-0.8257003849521394
13.0,-0.825702767090898
14.0,-0.8257039832696568
15.0,-0.8257047854864852
16.0,-0.8257053715953612
17.0,-0.8257058185176352
18.0,-0.8257061664029087
19.0,-0.8257064404496145
20.0,-0.8257066581203522
21.0,-0.8257068321470982
22.0,-0.8257069720674163
23.0,-0.8257070851404841
24.0,-0.8257071769502299
25.0,-0.8257072518263372
26.0,-0.8257073131482132
27.0,-0.8257073635689782
28.0,-0.8257074051827269
29.0,-0.8257074396506231
30.0,-0.8257074682966836
31.0,-0.8257074921810029
32.0,-0.8257075121560543
33.0,-0.8257075289102148
34.0,-0.8257075430015755
35.0,-0.8257075548843378
36.0,-0.8257075649295174
37.0,-0.8257075734412486
38.0,-0.8257075806696896
39.0,-0.8257049747769487
40.0,-0.8257069917439176
41.0,-0.8257070583211585
42.0,-0.8257071168605276
43.0,-0.8257071684547083
44.0,-0.8257072140316293
