u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup,fermi_energy
1.0,-24.92820664273733,-16.375185603871028,-57.41522792319356,48.030838464563026,-25.976860069078857,-17.26242236385861,-57.34831606538219,48.18194413404132,-23.42280664273733,-14.869785603871026,-55.90982792319356,49.53623846456303,-24.471460069078862,-15.757022363858612,-55.84291606538219,49.687344134041325,16.580526430345998
2.0,-24.403865221889994,-15.931588275093583,-57.45375689705434,47.960367300910775,-26.501159174023954,-17.706049240553487,-57.319936312005595,48.26256560804562,-22.898465221889996,-14.426188275093583,-55.94835689705434,49.46576730091078,-24.99575917402396,-16.200649240553492,-55.81453631200559,49.76796560804563,16.767089512908598
3.0,-23.879522532096093,-15.488013310459834,-57.49566437283093,47.89329113728126,-27.02543121697163,-18.1496733835173,-57.29494131582882,48.346556029050255,-22.37412253209609,-13.982613310459834,-55.99026437283092,49.39869113728126,-25.520031216971635,-16.644273383517298,-55.78954131582882,49.85195602905026,16.955338913410714
4.0,-23.355184921312286,-15.044466919403733,-57.54094663005025,47.829614280765576,-27.549669669447514,-18.593288481112104,-57.27333046937926,48.433906704167555,-21.84978492131229,-13.539066919403732,-56.03554663005025,49.335014280765584,-26.044269669447516,-17.087888481112103,-55.76793046937926,49.939306704167564,17.145273680680923
5.0,-22.830858689364998,-14.60095527432969,-57.58959909526758,47.76934014942415,-28.073867978892856,-19.03688821803815,-57.25510229469589,48.52460808325601,-21.325458689364996,-13.095555274329689,-56.08419909526757,49.27474014942416,-26.568467978892862,-17.531488218038152,-55.74970229469589,50.030008083256014,17.33689243754723
6.0,-22.306550083993628,-14.157484505204012,-57.641616348788,47.71247127104154,-28.598019572611655,-19.480466280931434,-57.24025444429973,48.61864976816745,-20.80115008399363,-12.652084505204014,-56.136216348788,49.21787127104154,-27.092619572611657,-17.975066280931433,-55.73485444429972,50.12404976816746,17.53019338291876
7.0,-21.782265296940786,-13.714060694223997,-57.69699213243002,47.65900928304918,-29.12211786166885,-19.924016363937376,-57.22878370328148,48.71602052307589,-20.276865296940787,-12.208660694223997,-56.19159213243002,49.16440928304918,-27.616717861668853,-18.41861636393737,-55.72338370328148,50.2214205230759,17.72517429441259
8.0,-21.258010460097996,-13.27068987057402,-57.75571935830954,47.60895493361013,-29.64615624472588,-20.367532174249522,-57.220685992501885,48.81670828586011,-19.752610460097994,-11.765289870574021,-56.25031935830953,49.11435493361013,-28.140756244725882,-18.86213217424952,-55.71528599250188,50.32210828586011,17.921832531518053
9.0,-20.733791641720178,-12.827378005282913,-57.817790118616536,47.562308083856806,-30.170128111803542,-20.81100743760032,-57.21595637289593,48.920700180513876,-19.228391641720176,-11.321978005282913,-56.31239011861653,49.067708083856814,-28.664728111803544,-19.30560743760032,-55.71055637289593,50.426100180513885,18.120165039286945
10.0,-20.20961484271746,-12.384131006190982,-57.88319569635767,47.519067711271305,-30.694026847958586,-21.254435903691657,-57.21458905086985,49.027982530551014,-18.70421484271746,-10.87873100619098,-56.37779569635766,49.024467711271306,-29.188626847958588,-19.74903590369166,-55.709189050869846,50.53338253055102,18.32016835254016
11.0,-19.685485993034984,-11.940954713039124,-57.95192657703292,47.47923191419394,-31.21784583686295,-21.697811351553796,-57.21657738477684,49.138540873371554,-18.180085993034982,-10.435554713039124,-56.44652657703292,48.98463191419394,-29.71244583686295,-20.192411351553794,-55.71117738477684,50.643940873371555,18.521838600577407
