u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
0.0,63.94321154,63.92449445,51.71133501,63.92449445
1.0,63.43239088,64.43839269,52.22081047,64.43839269
2.0,62.92491943,64.95561123,52.73352045,64.95561123
3.0,62.4208077,65.47613697,53.24945025,65.47613697
