u,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup
32.5,,,78.09691734484235,78.09691734484234
32.75,,,78.25521115519021,78.25521115519021
33.0,,,78.41364996405427,78.41364996405427
33.25,,,78.57223330379507,78.57223330379506
33.5,,,78.73096070702255,78.73096070702255
33.75,,,78.8898317066142,78.88983170661419
34.0,,,79.04884583573106,79.04884583573104
34.25,,,79.20800262783504,79.20800262783504
34.5,,,79.36730161670582,79.36730161670579
34.75,,,79.52674233645631,79.52674233645631
35.0,,,79.68632432154983,79.68632432154983
35.25,,,79.84604710681572,79.84604710681569
35.5,,,80.00591022746602,80.00591022746602
35.75,,,80.16591321911008,80.16591321911008
36.0,,,80.32605561777183,80.32605561777183
36.25,,,80.48633695990368,80.48633695990367
36.5,,,80.64675678240322,80.64675678240322
36.75,,,80.80731462262767,80.80731462262767
37.0,,,80.96801001840893,80.96801001840892
37.25,,,81.12884250806911,81.1288425080691
37.5,,,81.28981163043453,81.28981163043453
37.75,,,81.45091692485055,81.45091692485053
38.0,,,81.61215793119618,81.61215793119618
38.25,,,81.77353418989816,81.77353418989816
38.5,,,81.93504524194508,81.93504524194506
38.75,,,82.09669062890137,82.09669062890137
39.0,,,82.25846989292108,82.25846989292107
39.25,,,82.42038257676138,82.42038257676137
39.5,,,82.58242822379628,82.58242822379628
39.75,,,82.74460637802977,82.74460637802976
40.0,,,82.90691658410884,82.90691658410884
40.25,,,83.06935838733715,83.06935838733713
40.5,,,83.23193133368684,83.23193133368684
40.75,,,83.39463496981183,83.39463496981182
41.0,,,83.55746884306063,83.55746884306062
41.25,,,83.7204325014878,83.7204325014878
41.5,,,83.8835254938673,83.88352549386728
41.75,,,84.04674736970331,84.0467473697033
42.0,,,84.21009767924315,84.21009767924313
42.25,,,84.37357597348878,84.37357597348878
42.5,,,84.53718180420755,84.53718180420755
42.75,,,84.70091472394526,84.70091472394526
43.0,,,84.86477428603558,84.86477428603558
43.25,,,85.0287600446128,85.0287600446128
43.5,,,85.1928715546214,85.1928715546214
43.75,,,85.35710837182808,85.35710837182806
44.0,,,85.52147005283159,85.52147005283159
44.25,,,85.68595615507353,85.68595615507351
44.5,,,85.8505662368486,85.8505662368486
44.75,,,86.015299857315,86.015299857315
45.0,,,86.18015657650429,86.18015657650427
45.25,,,86.3451359553313,86.3451359553313
45.5,,,86.51023755560384,86.51023755560382
45.75,,,86.67546094003251,86.67546094003251
46.0,,,86.84080567223974,86.84080567223972
46.25,,,87.00627131676949,87.00627131676949
46.5,,,87.17185743909613,87.17185743909613
46.75,,,87.33756360563379,87.33756360563379
47.0,,,87.50338938374415,87.50338938374415
47.25,,,87.66933434174693,87.66933434174692
47.5,,,87.83539804892675,87.83539804892675
47.75,,,88.00158007554246,88.00158007554245
48.0,,,88.167879992835,88.16787999283498
48.25,,,88.33429737303591,88.3342973730359
48.5,,,88.50083178937493,88.50083178937493
48.75,,,88.66748281608774,88.66748281608773
49.0,,,88.83425002842421,88.83425002842421
49.25,,,89.00113300265542,89.00113300265542
49.5,,,89.16813131608123,89.16813131608123
49.75,,,89.3352445470375,89.33524454703749
50.0,,,89.50247227490365,89.50247227490365
50.25,,,89.66981408010881,89.66981408010881
50.5,,,89.83726954413918,89.83726954413916
50.75,,,90.00483824954473,90.00483824954472
51.0,,,90.17251977994587,90.17251977994587
51.25,,,90.34031372003946,90.34031372003945
51.5,,,90.50821965560574,90.50821965560573
51.75,,,90.67623717351381,90.67623717351381
52.0,,,90.84436586172822,90.84436586172822
52.25,,,91.01260530931448,91.01260530931447
52.5,,,91.180955106445,91.18095510644498
52.75,,,91.34941484440515,91.34941484440515
53.0,,,91.5179841155978,91.5179841155978
53.25,,,91.68666251354966,91.68666251354966
53.5,,,91.85544963291602,91.85544963291603
53.75,,,92.02434506948597,92.02434506948597
54.0,,,92.1933484201875,92.1933484201875
54.25,,,92.36245928309205,92.36245928309202
54.5,,,92.5316772574201,92.53167725742009
54.75,,,92.70100194354478,92.70100194354477
55.0,,,92.87043294299698,92.87043294299698
55.25,,,93.03996985846928,93.03996985846928
55.5,,,93.2096122938211,93.20961229382108
55.75,,,93.37935985408168,93.37935985408168
56.0,,,93.54921214545536,93.54921214545534
56.25,,,93.71916877532425,93.71916877532423
56.5,,,93.88922935225266,93.88922935225264
56.75,,,94.05939348599102,94.05939348599102
57.0,,,94.22966078747905,94.22966078747905
57.25,,,94.40003086884911,94.40003086884909
57.5,,,94.57050334342988,94.57050334342988
57.75,,,94.74107782574964,94.74107782574963
58.0,,,94.91175393153875,94.91175393153873
58.25,,,95.0825312777333,95.0825312777333
58.5,,,95.25340948247782,95.25340948247784
58.75,,,95.42438816512811,95.42438816512808
59.0,,,95.59546694625368,95.59546694625368
59.25,,,95.76664544764071,95.7666454476407
59.5,,,95.93792329229393,95.93792329229393
59.75,,,96.10930010443971,96.10930010443971
60.0,,,96.2807755095281,96.2807755095281
60.25,,,96.45234913423425,96.45234913423425
60.5,,,96.6240206064616,96.62402060646158
60.75,,,96.79578955534326,96.79578955534325
61.0,,,96.96765561124371,96.96765561124371
61.25,,,97.13961840576113,97.13961840576113
61.5,,,97.31167757172832,97.31167757172832
61.75,,,97.48383274321492,97.48383274321492
62.0,,,97.65608355552861,97.6560835555286
62.25,,,97.82842964521654,97.82842964521654
62.5,,,98.00087065006655,98.00087065006653
62.75,,,98.17340620910826,98.17340620910826
63.0,,,98.3460359626143,98.3460359626143
63.25,,,98.51875955210181,98.51875955210181
63.5,,,98.6915766203324,98.6915766203324
63.75,,,98.86448681131361,98.86448681131361
64.0,,,99.03748977029966,99.03748977029966
64.25,,,99.21058514379152,99.21058514379152
64.5,,,99.38377257953876,99.38377257953876
64.75,,,99.55705172653875,99.55705172653873
65.0,,,99.73042223503717,99.73042223503717
65.25,,,99.90388375652935,99.90388375652934
65.5,,,100.07743594375967,100.07743594375967
65.75,,,100.25107845072176,100.25107845072174
66.0,,,100.42481093265891,100.42481093265889
66.25,,,100.59863304606388,100.59863304606387
66.5,,,100.77254444867891,100.77254444867893
66.75,,,100.94654479949554,100.94654479949551
67.0,,,101.1206337587544,101.1206337587544
67.25,,,101.29481098794463,101.29481098794463
67.5,,,101.4690761498043,101.46907614980432
67.75,,,101.6434289083189,101.64342890831884
68.0,,,101.81786892872154,101.81786892872154
68.25,,,101.99239587749213,101.99239587749213
68.5,,,102.1670094223571,102.16700942235708
68.75,,,102.34170923228785,102.34170923228785
69.0,,,102.51649497750074,102.51649497750074
69.25,,,102.69136632945592,102.6913663294559
69.5,,,102.86632296085631,102.8663229608563
69.75,,,103.04136454564684,103.04136454564684
70.0,,,103.21649075901311,103.21649075901311
70.25,,,103.39170127738022,103.39170127738026
70.5,,,103.56699577841245,103.56699577841248
70.75,,,103.7423739410105,103.7423739410105
71.0,,,103.91783544531194,103.91783544531194
71.25,,,104.09337997268761,104.09337997268761
71.5,,,104.26900720574305,104.26900720574307
71.75,,,104.44471682831423,104.44471682831423
72.0,,,104.62050852546783,104.62050852546781
72.25,,,104.79638198349895,104.79638198349895
72.5,,,104.97233688992934,104.97233688992935
72.75,,,105.1483729335061,105.1483729335061
73.0,,,105.32448980419963,105.32448980419963
73.25,,,105.50068719320181,105.5006871932018
73.5,,,105.67696479292422,105.67696479292422
73.75,,,105.85332229699617,105.85332229699617
74.0,,,106.02975940026292,106.02975940026292
74.25,,,106.20627579878314,106.20627579878315
74.5,,,106.38287118982734,106.38287118982734
74.75,,,106.55954527187559,106.55954527187559
75.0,,,106.73629774461523,106.73629774461523
75.25,,,106.91312830893912,106.91312830893912
75.5,,,107.0900366669422,107.0900366669422
75.75,,,107.26702252192055,107.26702252192055
76.0,,,107.44408557836856,107.44408557836856
76.25,,,107.62122554197595,107.62122554197595
76.5,,,107.79844211962607,107.79844211962609
76.75,,,107.97573501939344,107.97573501939343
77.0,,,108.15310395054004,108.15310395054004
77.25,,,108.33054862351455,108.33054862351455
77.5,,,108.50806874994856,108.50806874994859
77.75,,,108.68566404265383,108.68566404265383
78.0,,,108.86333421562031,108.8633342156203
78.25,,,109.04107898401264,109.04107898401267
78.5,,,109.21889806416857,109.21889806416857
78.75,,,109.39679117359441,109.39679117359442
79.0,,,109.57475803096403,109.57475803096403
79.25,,,109.75279835611457,109.75279835611455
79.5,,,109.93091187004414,109.93091187004413
79.75,,,110.10909829490944,110.10909829490947
