u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sup_to_LL2_Km_Sup
-8.0,73.61796113655726,66.75604097182904,44.28898613123376,51.719391035079965,,
-7.0,73.16809161236944,67.16400938943458,44.73219151260602,51.23391742919851,,
-6.0,72.72102799533583,67.57474464448636,45.178232088107215,50.751230459924464,,
-5.0,72.27677053937393,67.98825250184123,45.62710740240289,50.27133654255498,,
-4.0,71.83531902346562,68.4045382838222,46.078816530762765,49.79424165341107,,
-3.0,71.39667275219321,68.82360686544766,46.53335807941794,49.319951325219314,,
-2.0,70.96083055667914,69.24546267001321,46.9907301863254,48.848470642851154,,
-1.0,70.52779079593034,69.67010966503886,47.45093052233874,48.37980423942513,,
0.0,70.09755083843464,70.0975518787285,47.913956277274806,47.91395630828994,,
1.0,69.67010966503885,70.52779079593034,48.37980423942513,47.45093052233874,,
2.0,69.2454626700132,70.96083055667914,48.84847064285115,46.9907301863254,,
3.0,68.82360686544766,71.39667275219321,49.319951325219314,46.53335807941794,,
4.0,68.40453828382222,71.83531902346564,49.79424165341107,46.078816530762765,,
5.0,67.98825250184125,72.2767705393739,50.27133654255498,45.62710740240289,,
6.0,67.57474464448636,72.72102799533585,50.75123045992447,45.178232088107215,,
7.0,67.16400938943457,73.16809161236945,51.233917429198506,44.73219151260602,,
8.0,66.75604097182901,73.61796113655727,51.719391035079965,44.28898613123376,,
9.0,66.35083318939556,74.07063583891781,52.20764442825839,43.84861592998027,,
10.0,65.94837940789381,74.5261145156808,52.69867033071152,43.41108042595075,,
11.0,65.54867256689391,74.98439548896863,53.19246104133295,42.97637866823429,,
12.0,,64.47275356334411,62.971293969254404,,62.97129396925435,64.47275356334421
13.0,,65.01236913684119,63.54375181294253,,63.543751812942524,65.01236913684124
14.0,,65.55520416804279,64.11914716482181,,64.11914716482178,65.55520416804282
15.0,,66.1012581346233,64.69746740226216,,64.69746740226209,66.10125813462332
16.0,,66.65051603273676,65.27868960369273,,65.2786896036927,66.65051603273673
17.0,,67.20295857978029,65.86278791963704,,65.86278791963697,67.20295857978037
18.0,,67.75856461099623,66.4497352975747,,66.44973529757469,67.75856461099625
19.0,,68.31731182395033,67.03950402075392,,67.03950402075391,68.31731182395033
