-18.0,-224.61031024067205
-17.0,-222.51312278215784
-16.0,-220.4276181786629
-15.0,-215.4848678209037
-14.0,-214.35876107688384
-13.0,-209.23763276242423
-12.0,-209.07035602007508
-11.0,-208.91582158714638
-10.0,-208.7734149088992
-9.0,-208.64305376298506
-8.0,-208.5247355771947
-7.0,-208.41847494095714
-6.0,-208.32429008685315
-5.0,-208.24219904004096
-4.0,-208.17221829585105
-3.0,-208.11436230614876
-2.0,-208.06864327465257
-1.0,-208.035071101982
0.0,-208.01365344245536
1.0,-208.00439590752345
2.0,-208.00730255424637
3.0,-208.02237705193477
4.0,-208.0496257077283
5.0,-208.08906641822236
6.0,-208.1407606140535
7.0,-208.20496383990812
8.0,-210.1194931748741
9.0,-211.1434519118856
