u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Km_Sup_to_LL2_Km_Sup
-20.0,70.73393191397321,69.34437611838177,70.73393191397321,69.34437611838179,,,,
-19.75,70.59095583124889,69.1948071510876,70.59095583124893,69.19480715108756,,,,
-19.5,70.4481713923561,69.04540789541316,70.44817139235606,69.04540789541312,,,,
-19.25,70.30557900069437,68.89617880264942,70.30557900069437,68.89617880264943,,,,
-19.0,70.16317905747455,68.7471203232426,70.16317905747457,68.74712032324257,,,,
-18.75,70.02097196169352,68.59823290677022,70.02097196169348,68.5982329067702,,,,
-18.5,69.87895811010948,68.44951700191739,69.87895811010956,68.44951700191739,,,,
-18.25,69.7371378972164,68.30097305645343,69.73713789721637,68.30097305645342,,,,
-18.0,69.59551171521943,68.15260151720769,69.59551171521946,68.15260151720761,,,,
-17.75,69.4540799540099,68.00440283004542,69.45407995400994,68.00440283004538,,,,
-17.5,69.31284300114149,67.85637743984464,69.3128430011415,67.85637743984458,,,,
-17.25,69.17180124180376,67.70852579047138,69.17180124180376,67.70852579047133,,,,
-17.0,69.03095505879945,67.56084832475554,69.03095505879958,67.56084832475555,,,,
-16.75,68.89030483251913,67.41334548446746,68.89030483251922,67.41334548446743,,,,
-16.5,68.74985094091721,67.26601771029317,68.74985094091736,67.26601771029308,,,,
-16.25,68.60959375948796,67.1188654418099,68.60959375948795,67.11886544180985,,,,
-16.0,68.46953366124056,66.9718891174624,68.46953366124066,66.97188911746237,,,,
-15.75,68.3296710166768,62.78939154077537,,66.82508917453806,44.83900167975294,,,
-15.5,68.1900061937655,62.646552712430896,,66.67846604914341,44.95486004335196,,,
-15.25,68.05053955792005,62.50389801196509,,66.53202017617829,45.070935022257785,,,
-15.0,67.9112714719744,62.361427842700316,,66.38575198931235,45.18722658428562,,,
-14.75,67.77220229615992,62.21914260631331,,66.2396619209607,45.303734693651705,,,
-14.5,67.6333323880819,62.077042702809656,,66.09375040225872,45.420459310973555,,,
-14.25,67.49466210269671,61.935128530500094,,65.94801786303748,45.5374003932688,,,
-14.0,67.35619179228848,61.793400485976385,,65.8024647318,45.654557893955115,,,
-13.75,67.21792180644687,61.65185896408666,,65.6570914356958,45.77193176285025,,,
-13.5,,61.51052178381787,,61.51052178381786,45.889502765103366,45.88950276510336,,
-13.25,,61.369338734891166,,61.36933873489117,46.007326538781236,46.00732653878129,,
-13.0,,61.228357676406475,,61.228357676406574,46.1253507796525,46.12535077965243,,
-12.75,,61.08756597443567,,61.08756597443572,46.243589749996005,46.24358974999595,,
-12.5,,60.94696289629476,,60.94696289629475,46.36204461378033,46.362044613780355,,
-12.25,,60.80654869559988,,60.80654869559995,46.48071544293974,46.48071544293979,,
-12.0,,60.66632373505354,,60.66632373505351,46.59960218340182,46.59960218340179,,
-11.75,,60.526288391231546,,60.52628839123153,46.71870476004558,46.718704760045554,,
-11.5,,60.38644304147812,,60.386443041478095,46.838023091146546,46.83802309114649,,
-11.25,,60.24678806170565,,60.24678806170562,46.957557090785954,46.9575570907859,,
-11.0,,60.107323825946025,,60.10732382594607,47.077306669324216,47.07730666932424,,
-10.75,,59.968050706233655,,59.96805070623363,47.197271733508934,47.19727173350892,,
