u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown
-5.75,,54.99282446545825,55.86161413624314,62.094387131846844,49.103148027020836,
-5.5,,54.8601993159659,55.99255439683656,61.95443983970377,49.22652105444788,
-5.25,,54.72777432323822,56.12370121640454,61.814685455768014,49.3501041804076,
-5.0,,54.59554977562394,56.25505434520862,61.675124344839084,49.47389724584015,
-4.75,,54.463525958808795,56.38661353044538,61.53575686947857,49.59790008839883,
-4.5,,54.33170315579649,56.51837851626274,61.396583389987626,49.722112542460316,
-4.25,,54.200081646889416,56.65034904377541,61.25760426438387,49.84653443913454,
-4.0,,54.06866170967075,56.78252485108149,61.11881984837954,49.97116560627557,
-3.75,,53.937443618985085,56.914905673278845,60.98023049535827,50.096005868492284,
-3.5,,53.80642764692059,57.04749124248151,60.84183655635333,50.221055047159176,
-3.25,,53.675614062790814,57.18028128783712,60.70363838002528,50.34631296042818,
-3.0,,53.54500313311633,57.31327553554341,60.56563631263976,50.47177942323959,
-2.75,,53.41459512160752,57.446473708866264,60.42783069804582,50.59745424733468,
-2.5,,53.28439028914613,57.57987552815625,60.290221877653515,50.723337241266634,
-2.25,,53.15438889376871,57.71348071086737,60.152810190413064,50.84942821041406,
-2.0,,53.02459119064877,57.84728897157436,60.01559597279246,50.97572695699272,
-1.75,,52.894997432080245,57.98130002199098,59.87857955875696,51.10223328006862,
-1.5,,52.76560786745997,58.115513570988625,59.741761279746754,51.22894697557122,
-1.25,,52.63642274327182,58.24992932461436,59.60514146465677,51.35586783630632,
-1.0,,52.507442303069816,58.384546986110045,59.46872043981532,51.48299565196988,
-0.75,,52.3786667874619,58.519366255931104,59.3324985289632,51.61033020916177,
-0.5,,52.25009643409427,58.654386831765805,59.19647605323326,51.737871291399756,
-0.25,,52.1217314776351,58.789608408554145,59.06065333112967,51.865618679133476,
0.0,,51.99357214975945,58.92503067850796,58.925030678507895,51.99357214975951,
0.25,,51.86561867913348,59.06065333112969,58.789608408554145,52.12173147763511,
0.5,,51.737871291399706,59.19647605323337,58.65438683176576,52.25009643409437,
0.75,,51.61033020916171,59.33249852896325,58.51936625593104,52.37866678746196,
1.0,,51.48299565196986,59.46872043981538,58.38454698611002,52.507442303069865,
1.25,,51.35586783630622,59.605141464656704,58.24992932461426,52.63642274327176,
1.5,,51.22894697557123,59.741761279746804,58.11551357098866,52.76560786746001,
1.75,,51.10223328006859,59.87857955875695,57.98130002199097,52.89499743208024,
2.0,,50.975726956992695,60.01559597279247,57.84728897157434,53.02459119064876,
2.25,,50.849428210414025,60.15281019041305,57.71348071086736,53.154388893768704,
2.5,,50.72333724126664,60.29022187765355,57.57987552815624,53.28439028914617,
2.75,,50.59745424733464,60.42783069804583,57.44647370886626,53.41459512160755,
3.0,,50.4717794232396,60.5656363126398,57.3132755355434,53.545003133116396,
3.25,,50.34631296042812,60.70363838002529,57.180281287837076,53.67561406279079,
3.5,,50.221055047159155,60.841836556353364,57.047491242481485,53.80642764692063,
3.75,,50.096005868492185,60.98023049535828,56.91490567327876,53.93744361898509,
4.0,,49.971165606275626,61.118819848379516,56.78252485108155,54.068661709670735,
4.25,,49.846534439134636,61.2576042643839,56.650349043775485,54.20008164688942,
4.5,,49.72211254246034,61.39658338998768,56.518378516262764,54.33170315579652,
4.75,,49.59790008839889,61.53575686947868,56.386613530445445,54.46352595880891,
5.0,,49.47389724584002,61.675124344839105,56.25505434520848,54.59554977562397,
5.25,,49.35010418040747,61.81468545576806,56.123701216404434,54.72777432323824,
5.5,,49.226521054447886,61.954439839703774,55.99255439683657,54.86019931596589,
5.75,,49.103148027020886,62.09438713184686,55.861614136243205,54.99282446545826,
6.0,,48.97998525388998,62.23452696518307,55.730880681282756,55.125649480722835,
6.25,,48.85703288751263,62.37485897050605,55.600354275517994,55.258674068142504,
6.5,,48.734291077030775,62.51538277644074,55.47003515940074,55.39189793149548,
6.75,,48.6117599682628,62.65609800946612,55.339923570257795,55.52532077197438,
7.0,,48.489439703693826,62.79700429393914,55.21001974227542,55.65894228820696,
7.25,,48.367330422467994,62.93810125211739,55.08032390648558,55.792762176275176,
7.5,,48.245432260380205,63.079388504182596,54.95083629075171,55.9267801297357,
7.75,,48.1237453498683,63.22086566826491,54.82155711975483,56.060995839640704,
8.0,,48.00226982000505,63.362532360465465,54.69248661497961,56.19540899455742,
8.25,,47.881005796492,63.50438819488045,54.56362499470193,56.330019280589035,
8.5,,47.759953401650975,63.646432783625116,54.43497247397445,56.464826381395696,
8.75,,47.639112754418555,63.78866573685735,54.30652926461488,56.59982997821513,
9.0,,47.51848397033898,63.931086662801526,54.17829557519283,56.73502974988354,
9.25,,47.398067161558174,64.07369516777227,54.050271611017486,56.870425372856516,
9.5,,47.277862436818054,64.21649085619876,53.9224575741258,57.00601652123065,
9.75,,47.15786990145044,64.3594733306486,53.79485366327041,57.14180286676454,
10.0,,47.03808965737216,64.50264219185205,53.66746007390809,57.277784078900545,
10.25,,46.91852180308,64.64599703872554,53.54027699818881,57.41395982478566,
10.5,,46.7991664336455,64.78953746839703,53.413304624944104,57.55032976929415,
10.75,,46.68002364071103,64.9332630762291,53.28654313967685,57.686893575048536,
11.0,,46.56109351248537,65.07717345584389,53.159992724550655,57.82365090244179,
11.25,,46.44237613373974,65.22126819914679,53.03365355837953,57.960601409659034,
11.5,,46.32387158580429,65.36554689635143,52.90752581661794,58.09774475269992,
11.75,,46.205579946564974,65.51000913600393,52.781609671351546,58.23508058540101,
12.0,,46.08750129045979,65.65465450500659,52.65590529128697,58.37260855945703,
12.25,,45.96963568847706,65.79948258864299,52.530412841743754,58.51032832444411,
12.5,,45.8519832081521,65.94449297060223,52.40513248464467,58.648239527842016,
12.75,,45.734543913565695,66.08968523300334,52.28006437850782,58.78634181505638,
13.0,,45.617317865341434,66.23505895641948,52.155208678437596,58.92463482944134,
13.25,,45.50030512064516,66.38061371990294,52.03056553611777,59.06311821232247,
13.5,,45.38350573318246,66.52634910100885,51.90613509980259,59.20179160301891,
13.75,,45.266919753198714,66.67226467582049,51.781917514310386,59.3406546388669,
14.0,,45.150547227477766,66.81836001897314,51.65791292101598,59.47970695524198,
14.25,,45.034388199341485,66.9646347036785,51.534121457843696,59.61894818558194,
14.5,,,67.1110883017498,51.41054325926122,63.517585818841695,67.07381218395086
14.75,,,67.25772038362513,51.287178456273125,63.66078112141771,67.21124428402345
15.0,,,67.4045305183933,51.164027176414606,63.80415803698963,67.34887352621413
15.25,,,67.55151827381688,51.04108954374646,63.947716161625195,67.48669957296542
15.5,,,67.69868321635761,50.9183656788491,64.0914550899258,67.62472208416003
15.75,,,67.84602491120002,50.79585569881778,64.23537441504915,67.76294071714237
16.0,,,67.9935429222762,50.67355971725759,64.37947372873344,67.90135512674048
16.25,,,68.1412368122901,50.55147784427902,64.52375262132048,68.03996496528788
16.5,,,68.28910614274173,50.429610186493775,64.66821068177961,68.17876988264614
16.75,,,68.43715047395143,50.30795684701071,64.81284749773062,68.31776952622711
17.0,,,68.58536936508418,50.18651792543246,64.95766265546774,68.45696354101506
17.25,,,68.73376237417347,50.06529351785161,65.10265573998255,68.59635156958993
17.5,,,68.88232905814584,49.94428371684831,65.24782633498788,68.73593325214935
17.75,,,69.03106897284493,49.8234886114866,65.3931740229411,68.87570822653208
18.0,,,69.17998167305525,49.70290828731293,65.5386983850672,69.0156761282407
18.25,,,69.32906671252633,49.58254282635331,65.68439900138236,69.15583659046413
18.5,,,69.47832364399673,49.46239230711174,65.8302754507171,69.2961892441015
18.75,,,69.62775201921787,49.342456804568485,65.9763273107397,69.43673371778556
19.0,,,69.77735138897812,49.222736390178774,66.12255415797935,69.57746963790521
19.25,,,69.92712130312589,49.10323113187188,66.26895556784915,69.71839662862959
19.5,,,70.07706131059423,48.98394109405015,66.41553111466953,69.85951431193135
19.75,,,70.22717095942383,48.86486633758932,66.56228037169097,70.00082230761038
20.0,,,70.37744979678709,48.74600691983756,66.7092029111176,70.14232023331745
20.25,,,70.52789736901093,48.627362894615814,66.8562983041292,70.28400770457843
20.5,,,70.67851322160121,48.50893431221858,67.00356612090529,70.42588433481762
20.75,,,70.82929689926515,48.390721219414495,67.15100593064707,70.56794973538175
21.0,,,70.98024794593536,48.27272365944741,67.29861730160069,70.71020351556437
21.25,,,71.13136590479256,48.154941672037545,67.44639980107975,70.85264528262957
21.5,,,71.28265031828892,48.037375293383235,67.5943529954881,70.99527464183676
21.75,,,71.4341007281711,47.92002455616302,67.74247645034244,71.13809119646392
22.0,,,71.58571667550333,47.80288948953746,67.89076973029492,71.28109454783298
22.25,,,71.73749770068987,47.68597011915179,68.03923239915517,71.4242842953332
22.5,,,71.88944334349833,47.56926646713897,68.1878640199134,71.5676600364461
22.75,,,72.04155314308206,47.45277855212225,68.33666415476216,71.71122136676982
23.0,,,72.19382663800272,47.336506389218734,68.48563236511876,71.85496788004353
23.25,,,72.34626336625291,47.22044999004312,68.63476821164727,71.99889916817224
23.5,,,72.4988628652786,47.10460936271143,68.784071254281,72.14301482125063
23.75,,,72.65162467200125,46.98898451184523,68.93354105224397,72.28731442758865
24.0,,,72.80454832284005,46.87357543857596,69.08317716407302,72.43179757373531
24.25,,,72.95763335373447,46.758382140550104,69.23297914763995,72.57646384450388
24.5,,,73.11087930016538,46.643404611933754,69.38294656017254,72.72131282299615
24.75,,,73.26428569717783,46.52864284341794,69.53307895827686,72.86634409062782
25.0,,,73.41785207940227,46.41409682222455,69.68337589795844,73.0115572271526
25.25,,,73.57157798107619,46.299766532111825,69.83383693464356,73.1569518106868
25.5,,,73.72546293606622,46.185651953380614,69.98446162320111,73.30252741773481
25.75,,,73.87950647788895,46.071753062880674,70.13524951796344,73.44828362321357
26.0,,,74.0337081397326,45.958069834017365,70.28620017274748,73.59422000047704
26.25,,,74.18806745447795,45.84460223675868,70.43731314087594,73.7403361213414
26.5,,,74.34258395471971,45.73135023764224,70.5885879751981,73.88663155610945
26.75,,,74.49725717278731,45.61831379978277,70.7400242281107,74.0331058735959
27.0,,,74.65208664076593,45.50549288287986,70.89162145157889,74.17975864115164
27.25,,,74.80707189051684,45.392887443226165,71.04337919715631,74.3265894246883
27.5,,,74.96221245369834,45.28049743371501,71.19529701600595,74.47359778870424
27.75,,,75.11750786178607,45.16832280384953,71.34737445892061,74.6207832963079
28.0,,,75.27295764609343,45.056363499750965,71.49961107634286,74.76814550924311
28.25,,,75.42856133779122,44.94461946416799,71.65200641838496,74.91568398791377
28.5,,,75.58431846792908,44.833090636485466,71.80456003485013,75.06339829140865
28.75,,,75.74022856745373,44.72177695273464,71.95727147525086,75.21128797752567
29.0,,,75.89629116723015,44.6106783456023,72.11014028882984,75.35935260279659
29.25,,,76.05250579806031,44.499794744440706,72.26316602457902,75.5075917225124
29.5,,,76.20887199070322,44.38912607527854,72.41634823125946,75.65600489074598
29.75,,,76.36538927589429,44.27867226083034,72.56968645742073,75.80459166037926
30.0,,,76.52205718436412,44.168433220508106,72.7231802514199,75.95335158312508
30.25,,,76.6788752468584,44.05840887043167,72.87682916144135,76.10228420955372
30.5,,,76.83584299415625,43.94859912344026,73.03063273551517,76.25138908911539
30.75,,,76.99295995708923,43.839003889103374,73.18459052153639,76.40066577016651
31.0,,,77.15022566656003,43.72962307373308,73.33870206728375,76.55011379999235
31.25,,,77.30763965356104,43.62045658039547,73.49296692043809,76.69973272483175
31.5,,,77.46520144919299,43.51150430892261,73.64738462860166,76.84952208990228
31.75,,,77.62291058468276,43.402766155925285,73.80195473931555,76.99948143942245
32.0,,,77.78076659140163,43.29424201480504,73.95667680007836,77.14961031663783
32.25,,,77.9387690008835,43.185931775767486,74.11155035836451,77.29990826384311
32.5,,,78.09691734484235,43.0778353258347,74.26657496164188,77.45037482240757
32.75,,,78.2552111551902,42.96995254885867,74.42175015739001,77.60100953279776
33.0,,,78.41364996405427,42.86228332553477,74.57707549311736,77.75181193460222
33.25,,,78.57223330379506,42.75482753341498,74.73255051637967,77.90278156655458
33.5,,,78.73096070702256,42.64758504692223,74.8881747747964,78.05391796655707
33.75,,,78.88983170661416,42.54055573736392,75.04394781606887,78.2052206717045
34.0,,,79.04884583573104,42.43373947294618,75.19986918799677,78.35668921830757
34.25,,,79.20800262783503,42.32713611878846,75.35593843849557,78.50832314191625
34.5,,,79.3673016167058,42.22074553693817,75.51215511561365,78.66012197734284
34.75,,,79.5267423364563,42.114567586384965,75.66851876754828,78.8120852586855
35.0,,,79.68632432154983,42.00860212307622,75.82502894266287,78.96421251935112
35.25,,,79.8460471068157,41.90284899993206,75.98168518950285,79.11650329207848
35.5,,,80.00591022746602,41.797308066860616,76.13848705681293,79.26895710896106
35.75,,,80.16591321911008,41.6919791707734,76.29543409355188,79.42157350147005
36.0,,,80.32605561777183,41.586862155601494,76.45252584890996,79.5743520004765
36.25,,,80.48633695990367,41.48195686231074,76.60976187232356,79.72729213627512
36.5,,,80.6467567824032,41.377263128918315,76.76714171349191,79.88039343860538
36.75,,,80.80731462262767,41.272780790508804,76.92466492239213,80.03365543667474
37.0,,,80.96801001840892,41.16850967925027,77.08233104929445,80.18707765918151
37.25,,,81.1288425080691,41.06444962441135,77.24013964477834,80.34065963433524
37.5,,,81.28981163043451,40.96060045237762,77.39809025974681,80.49440088988072
37.75,,,81.45091692485053,40.85696198666823,77.55618244544164,80.64830095311882
38.0,,,81.61215793119618,40.75353404795348,77.7144157534585,80.80235935092912
38.25,,,81.77353418989813,40.65031645407164,77.87278973576124,80.95657560979053
38.5,,,81.93504524194506,40.5473090200463,78.03130394469675,81.11094925580414
38.75,,,82.09669062890138,40.44451155810367,78.1899579330092,81.26547981471428
39.0,,,82.25846989292108,40.34192387769072,78.34875125385432,81.4201668119295
39.25,,,82.42038257676137,40.23954578549226,78.5076834608134,81.57500977254423
39.5,,,82.58242822379628,40.13737708544935,78.66675410790744,81.73000822136024
39.75,,,82.74460637802976,40.0354175787772,78.82596274961094,81.88516168290654
40.0,,,82.90691658410883,39.933667063983,78.9853089408651,82.04046968146181
40.25,,,83.06935838733713,39.83212533688461,79.14479223709226,82.19593174107375
40.5,,,83.23193133368683,39.73079219062872,79.30441219420824,82.35154738558087
40.75,,,83.39463496981182,39.629667415709704,79.46416836863588,82.50731613863174
41.0,,,83.55746884306063,39.528750799987726,79.6240603173187,82.66323752370646
41.25,,,83.7204325014878,39.42804212870798,79.78408759773279,82.81931106413668
41.5,,,83.88352549386728,39.32754118451946,79.94424976790049,82.97553628312515
41.75,,,84.0467473697033,39.22724774749402,80.10454638640228,83.13191270376575
42.0,,,84.21009767924312,39.12716159514517,80.26497701238962,83.28843984906423
42.25,,,84.37357597348876,39.02728250244754,80.42554120559764,83.44511724195688
42.5,,,84.53718180420755,38.92761024185637,80.58623852635594,83.60194440533029
42.75,,,84.70091472394526,38.82814458332647,80.74706853560255,83.7589208620412
43.0,,,84.86477428603557,38.72888529433204,80.90803079489399,83.91604613493527
43.25,,,85.0287600446128,38.62983213988637,81.06912486641829,84.07331974686608
43.5,,,85.1928715546214,38.53098488256119,81.23035031300559,84.2307412207149
43.75,,,85.35710837182806,38.43234328250672,81.39170669814042,84.38831007940877
44.0,,,85.52147005283157,38.33390709747154,81.5531935859725,84.54602584593908
44.25,,,85.68595615507351,38.235676082822415,81.71481054132775,84.70388804338077
44.5,,,85.85056623684859,38.137649991564324,81.87655712971954,84.86189619491041
44.75,,,86.015299857315,38.039828574360726,82.03843291735966,85.02004982382405
45.0,,,86.18015657650426,37.942211579553735,82.20043747116866,85.17834845355574
45.25,,,86.34513595533129,37.84479875318422,82.36257035878661,85.33679160769513
45.5,,,86.51023755560384,37.747589839012136,82.52483114858339,85.49537881000589
45.75,,,86.67546094003251,37.65058457853714,82.68721940966915,85.65410958444247
46.0,,,86.84080567223972,37.55378271101882,82.84973471190412,85.81298345516814
46.25,,,87.00627131676949,37.45718397349725,83.01237662590887,85.97199994657211
46.5,,,87.1718574390961,37.360788100813764,83.17514472307391,86.1311585832868
46.75,,,87.33756360563379,37.264594825631306,83.33803857556988,86.29045889020473
47.0,,,87.50338938374415,37.16860387845509,83.5010577563558,86.44990039249532
47.25,,,87.66933434174692,37.07281498765387,83.6642018391905,86.60948261562169
47.5,,,87.83539804892675,36.97722787947983,83.82747039863997,86.76920508535733
47.75,,,88.00158007554245,36.88184227809013,83.99086301008754,86.92906732780217
48.0,,,88.16787999283498,36.78665790556752,84.15437924974248,87.08906886939911
48.25,,,88.3342973730359,36.691674481941206,84.31801869464923,87.24920923694971
48.5,,,88.50083178937493,36.59689172520764,84.48178092269558,87.40948795763062
48.75,,,88.66748281608774,36.50230935135188,84.64566551262129,87.56990455900856
49.0,,,88.83425002842421,36.40792707436835,84.80967204402714,87.73045856905675
49.25,,,89.00113300265541,36.313744606281674,84.97380009738252,87.89114951616989
49.5,,,89.16813131608124,36.219761657168064,85.13804925403386,88.05197692917974
49.75,,,89.33524454703749,36.125977935176124,85.3024190962126,88.21294033736909
50.0,,,89.50247227490365,36.032393146548216,85.46690920704346,88.37403927048862
50.25,,,89.66981408010878,35.93900699564142,85.63151917055144,88.53527325876985
50.5,,,89.83726954413916,35.845819184948425,85.79624857166988,88.69664183294138
50.75,,,90.00483824954472,35.75282941511928,85.96109699624792,88.85814452424147
51.0,,,90.17251977994587,35.66003738498166,86.12606403105792,89.01978086443464
51.25,,,90.34031372003946,35.56744279156298,86.29114926380245,89.18155038582341
51.5,,,90.50821965560574,35.47504533011086,86.45635228312173,89.34345262126439
51.75,,,90.67623717351381,35.382844694114475,86.62167267860006,89.50548710418033
52.0,,,90.84436586172822,35.29084057532597,86.78711004077316,89.66765336857515
52.25,,,91.01260530931447,35.19903266378114,86.95266396113448,89.82995094904705
52.5,,,91.18095510644498,35.1074206478211,87.11833403214192,89.9923793808008
52.75,,,91.34941484440515,35.01600421411301,87.28411984722477,90.15493819966288
53.0,,,91.51798411559778,34.924783047671504,87.45002100078884,90.31762694209245
53.25,,,91.68666251354966,34.833756831879754,87.6160370882239,90.48044514519563
53.5,,,91.85544963291602,34.742925248510296,87.78216770590899,90.64339234673773
53.75,,,92.02434506948597,34.65228797774673,87.94841245121859,90.80646808515539
54.0,,,92.19334842018749,34.56184469820415,88.11477092252846,90.96967189956973
54.25,,,92.36245928309204,34.471595086950735,88.28124271922103,91.13300332979779
54.5,,,92.53167725742009,34.3815388195283,88.44782744169186,91.29646191636516
54.75,,,92.70100194354477,34.2916755699739,88.61452469135394,91.46004720051717
55.0,,,92.87043294299698,34.20200501084035,88.78133407064382,91.62375872423176
55.25,,,93.03996985846926,34.112526813217116,88.94825518302615,91.78759603022965
55.5,,,93.20961229382108,34.02324064675184,89.11528763299988,91.95155866198695
55.75,,,93.37935985408168,33.93414617967067,89.2824310261019,92.11564616374555
56.0,,,93.54921214545533,33.845243078799264,89.44968496891309,92.2798580805246
56.25,,,93.71916877532422,33.756531009583725,89.61704906906215,92.4441939581316
56.5,,,93.88922935225264,33.66800963611147,89.78452293523057,92.60865334317265
56.75,,,94.05939348599102,33.57967862113156,89.95210617715745,92.77323578306377
57.0,,,94.22966078747905,33.49153762607601,90.11979840564351,92.93794082604029
57.25,,,94.40003086884909,33.40358631107967,90.2875992325554,93.10276802116894
57.5,,,94.57050334342986,33.31582433500189,90.45550827083014,93.26771691835532
57.75,,,94.74107782574964,33.228251355446154,90.62352513447905,93.43278706835694
58.0,,,94.91175393153875,33.14086702878096,90.79164943859148,93.59797802279061
58.25,,,95.08253127773328,33.05367101016032,90.95988079933898,93.76328933414325
58.5,,,95.25340948247782,32.966662953544215,91.12821883397895,93.92872055578152
58.75,,,95.4243881651281,32.87984251171871,91.29666316085837,94.0942712419606
59.0,,,95.59546694625367,32.79320933631653,91.465213399417,94.25994094783353
59.25,,,95.76664544764068,32.70676307783717,91.63386917019125,94.42572922946093
59.5,,,95.93792329229393,32.620503385667185,91.80263009481696,94.59163564381866
59.75,,,96.10930010443971,32.53442990810013,91.97149579603317,94.7576597488083
60.0,,,96.2807755095281,32.44854229235662,92.14046589768517,94.92380110326414
60.25,,,96.45234913423425,32.36284018460492,92.30954002472677,95.09005926696202
60.5,,,96.62402060646158,32.27732322997977,92.47871780322419,95.25643380062883
60.75,,,96.79578955534326,32.191991072603244,92.6479988603585,95.42292426594884
61.0,,,96.96765561124369,32.10684335560427,92.81738282442798,95.58953022557301
61.25,,,97.13961840576113,32.02187972113781,92.98686932485141,95.75625124312656
61.5,,,97.31167757172831,31.937099810405538,93.15645799216986,95.92308688321609
61.75,,,97.4838327432149,31.852503263674414,93.3261484580497,96.09003671143842
62.0,,,97.6560835555286,31.768089720296874,93.4959403552847,96.25710029438628
62.25,,,97.82842964521654,31.68385881872987,93.66583331779822,96.42427719965741
62.5,,,98.00087065006653,31.599810196554447,93.83582698064538,96.59156699586009
62.75,,,98.17340620910825,31.515943490494966,94.0059209800151,96.75896925262103
63.0,,,98.34603596261431,31.43225833643818,94.17611495323187,96.92648354059264
63.25,,,98.51875955210181,31.348754369452557,94.34640853875838,97.09410943145852
63.5,,,98.69157662033237,31.265431223807052,94.51680137619621,97.26184649794061
63.75,,,98.86448681131361,31.182288532990317,94.68729310628822,97.42969431380607
64.0,,,99.03748977029966,31.099325929729442,94.85788337092006,97.59765245387288
64.25,,,99.21058514379152,31.016543046008678,95.02857181312112,97.76572049401614
64.5,,,99.38377257953876,30.9339395130884,95.19935807706719,97.93389801117448
64.75,,,99.55705172653873,30.851514961523144,95.37024180808064,98.10218458335547
65.0,,,99.73042223503717,30.76926902118095,95.54122265263163,98.27057978964145
65.25,,,99.90388375652932,30.687201321260854,95.71230025834039,98.43908321019535
65.5,,,100.07743594375967,30.60531149031199,95.8834742739774,98.60769442626608
65.75,,,100.25107845072176,30.523599156251688,96.05474434946447,98.77641302019325
66.0,,,100.42481093265889,30.44206394638312,96.22611013587591,98.9452385754137
66.25,,,100.59863304606387,30.360705487414023,96.3975712854394,99.11417067646514
66.5,,,100.77254444867893,30.279523405474094,96.56912745153659,99.28320890899202
66.75,,,100.94654479949554,30.198517326133413,96.74077828870378,99.45235285974996
67.0,,,101.12063375875438,30.117686874419775,96.91252345263277,99.62160211661067
67.25,,,101.29481098794463,30.037031674836623,97.08436260017096,99.79095626856588
67.5,,,101.4690761498043,29.956551351380487,97.25629538932247,99.96041490573248
67.75,,,101.64342890831884,29.876245527558424,97.4283214792478,100.12997761935657
68.0,,,101.81786892872154,29.79611382640573,97.60044053026452,100.29964400181765
