u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LLm2_Km_Sdown_to_LL1_Km_Sdown,LLm2_Kp_Sup_to_LL1_Kp_Sup,LLm2_Km_Sup_to_LL1_Km_Sup,LLm2_Kp_Sdown_to_LL1_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown
0.0,59.1305048,50.59095519,57.13129445,53.38638477,,
1.0,,,54.10019,56.41058082,55.28128851,62.74925089
2.0,58.14813914,49.58949468,58.19957969,52.37237918,,
3.0,,,55.1439271,55.37161434,56.33574726,63.76211188
