0.0,"[0.93131+0.11212j 0.40266+0.00223j 0.99731+0.03315j 0.00026-0.00005j 0.93255-0.09669j 0.71669+0.12443j 0.98995-0.04557j 0.00047+0.00007j
 0.95026+0.11963j 0.35337+0.15292j 0.99732+0.03316j 0.00025-0.00003j 0.86412-0.0375j  0.07312+0.03395j 0.99028-0.04559j 0.00017-0.00007j]"
1.0,"[ 0.48654-0.07464j -0.17789+0.18496j  0.98969-0.00028j -0.00003+0.00015j  0.35028+0.32669j  0.11929-0.22695j  0.9997 +0.00807j
 -0.00011+0.00016j  0.5018 +0.33879j -0.02704-0.19969j  0.98972-0.00029j  0.0001 +0.00002j  0.23385-0.26733j  0.43692-0.27951j
  0.99939+0.00818j  0.00012+0.00004j]"
2.0,"[ 0.47115-0.35243j  0.21006+0.21802j  0.88787+0.11443j -0.00001+0.00003j  0.92074+0.014j    0.96602+0.04327j  0.99703+0.00406j
  0.00018+0.00001j -0.70814+0.72633j  0.461  -0.03067j  0.8879 +0.11447j -0.00002+0.00005j  0.60877-0.15467j -0.0177 -0.0116j
  0.99719+0.00403j -0.00001+0.00002j]"
3.0,"[ 0.70483+0.11386j  0.52024-0.00048j  0.96479+0.12037j  0.00002+0.00004j  0.88214-0.30178j -0.00599-0.0894j   0.88266+0.31698j
 -0.00002-0.00002j  0.61442+0.12364j  0.09957-0.31499j  0.96455+0.12037j  0.00018+0.00004j  0.656  -0.14932j  0.58291+0.10827j
  0.88241+0.31697j  0.00025-0.00005j]"
4.0,"[ 0.39929+0.11384j  0.5754 -0.61917j  0.91972-0.06026j  0.00015-0.00003j  0.65239-0.00581j  0.46605-0.44509j  0.98634+0.0261j
  0.00018+0.00002j -0.01214-0.06255j -0.12103+0.04578j  0.91968-0.06029j  0.00022-0.00002j  0.45497+0.15983j  0.65636-0.05166j
  0.98683+0.02582j  0.00005-0.00006j]"
