nu,u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup,fermi_energy
-6,2.0,6.304472155082212,9.645095276848515,-50.37044519007824,55.963231089534645,8.52428759884594,12.778112798642123,-36.52934450111363,61.54646212625628,7.809872155082211,11.150495276848517,-48.86504519007824,57.46863108953465,10.02968759884594,14.283512798642128,-35.023944501113625,63.05186212625628,-42.69719484559593
-5,2.0,6.498195867014815,9.838818988781124,-50.176721478145645,56.15695480146725,4.788579326060754,8.452073765720227,-49.395161919786695,56.57295460290805,8.003595867014816,11.344218988781122,-48.67132147814564,57.66235480146725,9.835963886913332,14.08978908670952,-35.21766821304623,62.85813841432368,-41.94449484559593
-4,2.0,6.691919578947421,10.032542700713725,-49.98299776621304,56.35067851339985,4.594855614128148,8.258350053787623,-49.58888563171931,56.37923089097544,8.197319578947422,11.537942700713726,-48.47759776621304,57.85607851339986,6.100255614128149,9.76375005378762,-48.083485631719306,57.88463089097544,-21.744315008795574
-3,2.0,6.885643290880026,10.226266412646332,-49.78927405428043,56.544402225332455,-16.297917591082893,-2.3318852334073163,-53.3076318200183,52.3959250140073,8.391043290880026,11.731666412646332,-48.28387405428043,58.049802225332456,5.906531902195544,9.57002634185502,-48.277209343651904,57.69090717904284,-9.314901412245105
-2,2.0,-14.006762275860387,-0.3635399629995405,-53.38814839719853,52.43471801094861,-16.104193879150287,-2.1381615214747107,-53.113908108085695,52.5896487259399,8.197319578947422,11.537942700713726,-48.47759776621304,57.85607851339986,6.10025561412815,9.763750053787623,-48.083485631719306,57.88463089097544,-8.072461898667548
-1,2.0,-13.813038563927783,-0.1698162510669358,-53.19442468526592,52.62844172288122,-16.297917591082893,-2.3318852334073163,-53.3076318200183,52.3959250140073,8.391043290880026,11.731666412646332,-48.28387405428043,58.049802225332456,-14.792517591082891,-0.8264852334073157,-51.80223182001829,53.901325014007305,-8.07246189866755
0,2.0,-16.528812190253735,-1.9389554080394933,-55.53745690727448,50.94294534221731,-18.62738458398595,-6.2439578036896926,-59.37099854041511,46.893246497693376,-15.023412190253708,-0.433555408039495,-54.03205690727447,52.44834534221732,-17.121984583985974,-4.738557803689697,-57.865598540415135,48.398646497693285,-10.6336849969717
1,2.0,-13.813038563927783,-0.1698162510669358,-53.19442468526592,52.62844172288122,-26.69482732984008,-17.89970813701687,-57.51369656911261,48.06880157359341,-12.307638563927782,1.3355837489330642,-51.68902468526591,54.13384172288122,-14.792517591082891,-0.8264852334073157,-51.80223182001829,53.901325014007305,-6.567061898667549
2,2.0,-24.403810687485187,-15.931524651621311,-57.45379476263764,47.96033010741117,-26.501103617907475,-17.705984425084267,-57.31997285717996,48.26252528552601,-12.501362275860387,1.1418600370004597,-51.882748397198526,53.94011801094861,-14.598793879150286,-0.6327615214747101,-51.608508108085694,54.095048725939904,-6.567061898667549
3,2.0,-24.21008697555258,-15.737800939688707,-57.26007105070504,48.15405381934377,-26.69482732984008,-17.89970813701687,-57.51369656911261,48.06880157359341,-12.307638563927782,1.3355837489330642,-51.68902468526591,54.13384172288122,-25.18942732984008,-16.394308137016868,-56.0082965691126,49.574201573593406,-5.486027407497359
4,2.0,-24.403810687485187,-15.931524651621311,-57.45379476263764,47.96033010741117,-26.501103617907475,-17.705984425084267,-57.31997285717996,48.26252528552601,-22.898410687485192,-14.426124651621311,-55.94839476263763,49.465730107411176,-24.99570361790748,-16.200584425084262,-55.81457285717996,49.76792528552602,16.76710272789493
5,2.0,-28.437731994032536,-20.605478890598604,-62.42211813305861,35.392722877723386,-26.307379905974862,-17.512260713151658,-57.12624914524736,48.456248997458616,-23.092134399417795,-14.619848363553915,-56.14211847457023,49.27200639547857,-24.80197990597487,-16.00686071315166,-55.62084914524736,49.96164899745862,41.924485937591
6,2.0,-28.63145570596514,-20.79920260253121,-62.61584184499122,35.19899916579079,-26.113656194042264,-17.318537001219056,-56.93252543331476,48.64997270939122,-27.126055705965143,-19.29380260253121,-61.11044184499121,36.70439916579079,-24.608256194042266,-15.813137001219058,-55.42712543331475,50.15537270939122,42.677185937591005
