u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sup_to_LL2_Km_Sup
-20.0,75.96303053962934,55.229649544091984,75.96303053962934,55.229649544092
-19.75,75.81727623518593,55.34225269978955,75.81727623518594,55.34225269978955
-19.5,75.67170857007964,55.455072406574935,75.67170857007964,55.45507240657494
-19.25,75.52632796733415,55.568108748864425,75.52632796733417,55.56810874886443
-19.0,75.38113484798468,55.68136180763618,75.38113484798468,55.68136180763618
-18.75,75.23612963105296,55.794831660419085,75.23612963105298,55.794831660419085
-18.5,75.09131273352243,55.908518381280814,75.09131273352244,55.908518381280814
-18.25,74.94668457031156,56.02242204081683,74.94668457031156,56.022422040816835
-18.0,74.80224555425036,56.13654270613944,74.80224555425036,56.13654270613944
-17.75,74.6579960960536,56.250880440867036,74.6579960960536,56.250880440867036
-17.5,74.51393660429764,56.365435305113586,74.51393660429765,56.365435305113586
-17.25,74.37006748539359,56.48020735547756,74.3700674853936,56.48020735547757
-17.0,74.22638914356388,56.595196645033894,74.22638914356389,56.595196645033894
-16.75,74.08290198081642,56.710403223322025,74.08290198081643,56.71040322332203
-16.5,73.93960639692105,56.82582713633775,73.93960639692105,56.82582713633775
-16.25,73.79650278938406,56.94146842652386,73.79650278938406,56.94146842652386
-16.0,73.653591553424,57.057327132760605,73.653591553424,57.05732713276062
-15.75,73.51087308194764,57.17340329035772,73.51087308194764,57.17340329035772
-15.5,73.36834776552527,57.28969693104524,73.36834776552527,57.28969693104525
-15.25,73.2260159923668,57.40620808296614,73.2260159923668,57.40620808296614
-15.0,73.08387814829743,57.52293677066788,73.08387814829743,57.52293677066788
-14.75,72.94193461673447,57.639883015094725,72.94193461673447,57.639883015094725
-14.5,72.8001857786628,57.75704683358065,72.8001857786628,57.75704683358065
-14.25,72.65863201261166,57.874428239842274,72.65863201261166,57.87442823984229
-14.0,72.51727369463092,57.99202724397208,72.51727369463093,57.99202724397208
-13.75,72.37611119826778,58.10984385243163,72.37611119826778,58.10984385243163
-13.5,72.23514489454377,58.22787806804551,72.23514489454378,58.22787806804553
-13.25,72.09437515193079,58.346129889995304,72.09437515193079,58.346129889995304
-13.0,71.95380233632972,58.464599313814205,71.95380233632972,58.46459931381421
-12.75,71.81342681104566,58.583286331380926,71.81342681104566,58.583286331380926
-12.5,71.67324893676714,58.70219093091561,71.67324893676714,58.70219093091561
-12.25,71.53326907154202,58.821313096973824,71.53326907154202,58.821313096973824
-12.0,71.39348757075636,58.94065281044306,71.39348757075636,58.94065281044306
-11.75,71.25390478711154,59.06021004853775,71.25390478711154,59.06021004853775
-11.5,71.11452107060248,59.17998478479626,71.11452107060248,59.17998478479626
-11.25,70.97533676849588,59.299976989075816,70.97533676849588,59.29997698907582
-11.0,70.83635222530816,59.420186627550606,70.83635222530816,59.42018662755062
-10.75,70.69756778278432,59.54061366270773,70.69756778278433,59.54061366270774
-10.5,70.55898377987668,59.66125805334474,70.55898377987668,59.66125805334474
-10.25,70.42060055272337,59.78211975456732,70.42060055272337,59.78211975456732
-10.0,70.28241843462747,59.903198717787006,70.28241843462747,59.903198717787006
-9.75,70.14443775603647,60.02449489071893,70.14443775603647,60.02449489071893
-9.5,70.00665884452155,60.14600821738102,70.00665884452155,60.14600821738102
-9.25,69.8690820247571,60.26773863809232,69.8690820247571,60.267738638092325
-9.0,69.73170761850047,60.38968608947132,69.73170761850047,60.38968608947132
-8.75,69.59453594457243,60.51185050443694,69.59453594457243,60.51185050443695
-8.5,69.4575673188368,60.63423181220638,69.4575673188368,60.63423181220638
-8.25,69.3208020541809,60.756829938296285,69.3208020541809,60.75682993829629
-8.0,69.18424046049692,60.87964480452246,69.18424046049692,60.87964480452246
-7.75,69.04788284466179,61.002676329000316,69.0478828446618,61.002676329000316
-7.5,68.9117295105187,61.12592442614618,68.91172951051871,61.12592442614618
-7.25,68.77578075885857,61.2493890066782,68.77578075885859,61.24938900667821
-7.0,68.64003688740101,61.373069977617554,68.64003688740101,61.37306997761756
-6.75,68.50449819077645,61.49696724229058,68.50449819077645,61.49696724229058
-6.5,68.36916496050782,61.621080700330666,68.36916496050782,61.62108070033067
-6.25,68.23403748499301,61.745410247680674,68.23403748499301,61.745410247680674
-6.0,68.09911604948672,61.86995577659592,68.09911604948672,61.86995577659593
-5.75,67.96440093608415,61.99471717564625,67.96440093608415,61.99471717564625
-5.5,67.82989242370189,62.11969432972054,67.82989242370189,62.11969432972054
-5.25,67.69559078806364,62.24488712002952,67.69559078806365,62.24488712002953
-5.0,67.56149630168161,62.37029542410975,67.56149630168161,62.370295424109756
-4.75,67.42760923384071,62.495919115828244,67.42760923384071,62.495919115828244
-4.5,67.29392985058219,62.62175806538633,67.29392985058219,62.62175806538633
-4.25,67.1604584146884,62.74781213932516,67.16045841468842,62.74781213932517
-4.0,67.02719518566624,62.874081200530384,67.02719518566624,62.874081200530384
-3.75,66.89414041973217,63.00056510823807,66.89414041973218,63.00056510823807
-3.5,66.76129436979747,63.12726371803967,66.76129436979747,63.12726371803968
-3.25,66.62865728545245,63.25417688188866,66.62865728545246,63.25417688188866
-3.0,66.49622941295253,63.38130444810695,66.49622941295252,63.38130444810695
-2.75,66.36401099520333,63.50864626139085,66.36401099520333,63.50864626139086
-2.5,66.23200227174718,63.63620216281909,66.23200227174718,63.63620216281909
-2.25,66.10020347874895,63.763971989858966,66.10020347874895,63.763971989858966
-2.0,65.96861484898207,63.8919555763747,65.96861484898207,63.8919555763747
-1.75,65.83723661181611,64.02015275263473,65.83723661181611,64.02015275263473
-1.5,65.70606899320299,64.14856334532065,65.706068993203,64.14856334532065
-1.25,65.57511221566466,64.27718717753429,65.57511221566466,64.2771871775343
-1.0,65.4443664982804,64.40602406880807,65.4443664982804,64.40602406880808
-0.75,65.31383205667461,64.53507383511285,65.31383205667463,64.53507383511285
-0.5,65.1835091030052,64.66433628886773,65.1835091030052,64.66433628886774
-0.25,65.05339784595158,64.7938112389497,65.0533978459516,64.79381123894971
0.0,64.92349849070328,64.92349849070335,64.92349849070328,64.92349849070335
0.25,64.79381123894967,65.05339784595161,64.79381123894967,65.05339784595161
0.5,64.66433628886756,65.18350910300525,64.66433628886755,65.18350910300526
0.75,64.53507383511288,65.31383205667464,64.53507383511288,65.31383205667464
1.0,64.40602406880798,65.44436649828043,64.406024068808,65.44436649828043
1.25,64.27718717753437,65.57511221566476,64.27718717753437,65.57511221566476
1.5,64.14856334532065,65.70606899320302,64.14856334532065,65.70606899320302
1.75,64.02015275263483,65.83723661181614,64.02015275263483,65.83723661181614
2.0,63.8919555763747,65.96861484898214,63.8919555763747,65.96861484898214
2.25,63.76397198985903,66.1002034787489,63.76397198985903,66.10020347874891
2.5,63.63620216281909,66.23200227174723,63.63620216281909,66.23200227174723
2.75,63.50864626139086,66.36401099520333,63.508646261390865,66.36401099520333
3.0,63.38130444810686,66.49622941295252,63.38130444810687,66.49622941295252
3.25,63.254176881888796,66.62865728545253,63.2541768818888,66.62865728545253
3.5,63.12726371803967,66.76129436979754,63.12726371803967,66.76129436979755
3.75,63.00056510823808,66.89414041973228,63.00056510823808,66.89414041973228
4.0,62.874081200530455,67.0271951856661,62.87408120053046,67.02719518566613
4.25,62.74781213932512,67.1604584146883,62.74781213932512,67.1604584146883
