u,LL1_Kp_Sdown_to_LL2_Kp_Sdown,LL1_Kp_Sup_to_LL2_Kp_Sup,LL1_Km_Sdown_to_LL2_Km_Sdown,LL1_Km_Sup_to_LL2_Km_Sup
9.75,,,70.1444377560365,70.1444377560365
10.0,,,70.28241843462753,70.28241843462753
10.25,,,70.42060055272333,70.42060055272333
10.5,,,70.55898377987661,70.55898377987663
10.75,,,70.69756778278438,70.69756778278438
11.0,,,70.83635222530813,70.83635222530813
11.25,,,70.97533676849584,70.97533676849585
11.5,,,71.1145210706025,71.11452107060252
11.75,,,71.25390478711151,71.25390478711151
12.0,,,71.39348757075629,71.39348757075629
12.25,,,71.53326907154198,71.533269071542
12.5,,,71.67324893676717,71.67324893676717
12.75,,,71.8134268110458,71.8134268110458
13.0,,,71.95380233632982,71.95380233632983
13.25,,,72.09437515193079,72.09437515193079
13.5,,,72.23514489454371,72.23514489454371
13.75,,,72.37611119826786,72.37611119826786
14.0,,,72.51727369463097,72.51727369463097
14.25,,,72.65863201261169,72.65863201261169
14.5,,,72.80018577866294,72.80018577866295
14.75,,,72.94193461673441,72.94193461673443
15.0,,,73.08387814829749,73.08387814829749
15.25,,,73.22601599236677,73.22601599236677
15.5,,,73.36834776552529,73.36834776552529
15.75,,,73.51087308194764,73.51087308194764
16.0,,,73.65359155342402,73.65359155342402
16.25,,,73.796502789384,73.79650278938401
16.5,,,73.93960639692101,73.93960639692101
16.75,,,74.0829019808165,74.0829019808165
17.0,,,74.22638914356386,74.22638914356386
17.25,,,74.3700674853937,74.37006748539372
17.5,,,74.51393660429764,74.51393660429765
17.75,,,74.65799609605364,74.65799609605364
18.0,,,74.80224555425036,74.80224555425036
18.25,,,74.9466845703117,74.94668457031172
18.5,,,75.09131273352239,75.0913127335224
18.75,,,75.23612963105305,75.23612963105305
19.0,,,75.38113484798463,75.38113484798464
19.25,,,75.52632796733415,75.52632796733415
19.5,,,75.67170857007974,75.67170857007974
19.75,,,75.81727623518601,75.81727623518603
20.0,,,75.96303053962941,75.96303053962943
20.25,,,76.10897105842415,76.10897105842416
20.5,,,76.25509736464709,76.2550973646471
20.75,,,76.4014090294634,76.4014090294634
21.0,,,76.54790562215261,76.54790562215261
21.25,,,76.69458671013388,76.69458671013389
21.5,,,76.84145185899237,76.84145185899237
21.75,,,76.98850063250394,76.98850063250396
22.0,,,77.13573259266231,77.13573259266232
22.25,,,77.28314729970363,77.28314729970364
22.5,,,77.43074431213321,77.43074431213323
22.75,,,77.57852318675117,77.57852318675117
23.0,,,77.72648347867832,77.72648347867832
23.25,,,77.87462474138249,77.87462474138249
23.5,,,78.02294652670379,78.0229465267038
23.75,,,78.1714483848815,78.17144838488151
24.0,,,78.3201298645793,78.32012986457931
24.25,,,78.46899051291187,78.46899051291189
24.5,,,78.61802987547047,78.61802987547048
24.75,,,78.76724749634954,78.76724749634954
25.0,,,78.91664291817236,78.91664291817237
25.25,,,79.06621568211665,79.06621568211665
25.5,,,79.21596532794143,79.21596532794145
25.75,,,79.36589139401283,79.36589139401285
26.0,,,79.51599341732961,79.51599341732963
26.25,,,79.66627093354964,79.66627093354964
26.5,,,79.81672347701553,79.81672347701554
26.75,,,79.96735058078102,79.96735058078102
27.0,,,80.1181517766364,80.1181517766364
27.25,,,80.26912659513425,80.26912659513427
27.5,,,80.4202745656165,80.42027456561651
27.75,,,80.57159521623882,80.57159521623882
28.0,,,80.72308807399706,80.72308807399708
28.25,,,80.87475266475295,80.87475266475295
28.5,,,81.02658851325991,81.02658851325992
28.75,,,81.1785951431884,81.1785951431884
29.0,,,81.3307720771515,81.3307720771515
29.25,,,81.48311883673128,81.4831188367313
29.5,,,81.63563494250253,81.63563494250253
29.75,,,81.78831991406074,81.78831991406074
30.0,,,81.94117327004477,81.94117327004477
30.25,,,82.09419452816446,82.09419452816448
30.5,,,82.24738320522391,82.24738320522393
30.75,,,82.40073881714852,82.40073881714852
31.0,,,82.55426087900858,82.5542608790086
31.25,,,82.70794890504476,82.70794890504476
31.5,,,82.86180240869393,82.86180240869393
31.75,,,83.01582090261236,83.01582090261238
32.0,,,83.17000389870242,83.17000389870243
32.25,,,83.32435090813544,83.32435090813544
32.5,,,83.47886144137779,83.4788614413778
32.75,,,83.63353500821441,83.63353500821442
33.0,,,83.78837111777406,83.78837111777406
33.25,,,83.9433692785531,83.94336927855312
33.5,,,84.09852899843963,84.09852899843963
33.75,,,84.25384978473812,84.25384978473814
34.0,,,84.40933114419326,84.40933114419326
34.25,,,84.56497258301395,84.56497258301395
34.5,,,84.72077360689683,84.72077360689684
34.75,,,84.87673372105041,84.87673372105041
35.0,,,85.0328524302185,85.0328524302185
35.25,,,85.1891292387037,85.18912923870371
35.5,,,85.34556365039087,85.34556365039089
35.75,,,85.5021551687704,85.5021551687704
36.0,,,85.658903296961,85.658903296961
36.25,,,85.81580753773378,85.81580753773378
36.5,,,85.97286739353375,85.97286739353376
36.75,,,86.13008236650347,86.13008236650347
37.0,,,86.2874519585063,86.28745195850628
37.25,,,86.44497567114702,86.44497567114702
37.5,,,86.60265300579631,86.60265300579631
37.75,,,86.7604834636117,86.76048346361172
38.0,,,86.9184665455607,86.91846654556069
38.25,,,87.07660175244143,87.07660175244143
38.5,,,87.23488858490606,87.23488858490606
38.75,,,87.39332654348172,87.39332654348172
39.0,,,87.55191512859199,87.55191512859199
39.25,,,87.71065384057856,87.71065384057857
39.5,,,87.86954217972303,87.86954217972303
39.75,,,88.02857964626682,88.02857964626683
40.0,,,88.18776574043389,88.18776574043389
40.25,,,88.34709996245002,88.34709996245002
40.5,,,88.50658181256489,88.50658181256489
40.75,,,88.66621079107131,88.66621079107131
41.0,,,88.82598639832682,88.82598639832683
41.25,,,88.98590813477375,88.98590813477375
41.5,,,89.14597550095877,89.14597550095877
41.75,,,89.30618799755291,89.30618799755291
42.0,,,89.4665451253725,89.4665451253725
42.25,,,89.62704638539756,89.62704638539756
42.5,,,89.78769127879167,89.7876912787917
42.75,,,89.94847930692185,89.94847930692185
43.0,,,90.10940997137708,90.10940997137708
43.25,,,90.27048277398727,90.27048277398728
43.5,,,90.43169721684316,90.43169721684318
43.75,,,90.59305280231388,90.59305280231389
44.0,,,90.75454903306581,90.75454903306581
44.25,,,90.91618541208135,90.91618541208135
44.5,,,91.07796144267695,91.07796144267698
44.75,,,91.23987662852085,91.23987662852085
45.0,,,91.4019304736512,91.40193047365122
45.25,,,91.56412248249373,91.56412248249373
45.5,,,91.7264521598797,91.7264521598797
45.75,,,91.88891901106264,91.88891901106264
46.0,,,92.05152254173592,92.05152254173592
46.25,,,92.21426225804973,92.21426225804973
46.5,,,92.37713766662816,92.37713766662817
46.75,,,92.54014827458553,92.54014827458556
47.0,,,92.70329358954316,92.70329358954316
47.25,,,92.86657311964564,92.86657311964564
47.5,,,93.02998637357723,93.02998637357723
47.75,,,93.19353286057769,93.1935328605777
48.0,,,93.35721209045826,93.35721209045826
48.25,,,93.52102357361699,93.52102357361699
48.5,,,93.68496682105497,93.68496682105499
48.75,,,93.84904134439068,93.8490413443907
49.0,,,94.01324665587615,94.01324665587615
49.25,,,94.1775822684113,94.1775822684113
49.5,,,94.34204769555936,94.34204769555936
49.75,,,94.50664245156017,94.50664245156017
50.0,,,94.67136605134658,94.6713660513466
50.25,,,94.83621801055708,94.83621801055708
50.5,,,95.00119784555126,95.00119784555127
50.75,,,95.16630507342214,95.16630507342215
51.0,,,95.33153921201213,95.33153921201215
51.25,,,95.49689977992425,95.49689977992426
51.5,,,95.66238629653762,95.66238629653762
51.75,,,95.82799828201905,95.82799828201905
52.0,,,95.9937352573374,95.99373525733742
52.25,,,96.15959674427617,96.1595967442762
52.5,,,96.32558226544523,96.32558226544522
52.75,,,96.49169134429516,96.49169134429516
53.0,,,96.65792350512785,96.65792350512785
53.25,,,96.82427827311002,96.82427827311004
53.5,,,96.99075517428486,96.99075517428486
53.75,,,97.15735373558343,97.15735373558343
54.0,,,97.32407348483716,97.32407348483716
54.25,,,97.49091395078885,97.49091395078885
54.5,,,97.65787466310428,97.65787466310427
54.75,,,97.8249551523829,97.8249551523829
55.0,,,97.99215495016996,97.99215495016996
55.25,,,98.159473588966,98.159473588966
55.5,,,98.32691060223864,98.32691060223863
55.75,,,98.49446552443237,98.49446552443237
56.0,,,98.66213789097921,98.66213789097921
56.25,,,98.82992723830898,98.82992723830897
56.5,,,98.997833103859,98.99783310385898
56.75,,,99.16585502608439,99.16585502608439
57.0,,,99.3339925444669,99.3339925444669
57.25,,,99.50224519952607,99.50224519952607
57.5,,,99.67061253282597,99.67061253282597
57.75,,,99.83909408698737,99.83909408698736
58.0,,,100.0076894056944,100.0076894056944
58.25,,,100.17639803370454,100.17639803370454
58.5,,,100.34521951685738,100.34521951685738
58.75,,,100.51415340208251,100.5141534020825
59.0,,,100.6831992374081,100.6831992374081
59.25,,,100.85235657196975,100.85235657196975
59.5,,,101.02162495601732,101.02162495601732
59.75,,,101.19100394092447,101.19100394092447
60.0,,,101.36049307919481,101.36049307919481
60.25,,,101.53009192446987,101.53009192446987
60.5,,,101.69980003153778,101.69980003153779
60.75,,,101.86961695633846,101.86961695633846
61.0,,,102.03954225597238,102.03954225597238
61.25,,,102.2095754887069,102.2095754887069
61.5,,,102.3797162139827,102.3797162139827
61.75,,,102.5499639924216,102.5499639924216
62.0,,,102.72031838583135,102.72031838583135
62.25,,,102.89077895721371,102.89077895721371
62.5,,,103.06134527076922,103.06134527076924
62.75,,,103.23201689190398,103.23201689190398
63.0,,,103.40279338723607,103.40279338723606
63.25,,,103.57367432459995,103.57367432459995
63.5,,,103.74465927305292,103.74465927305292
63.75,,,103.91574780288073,103.91574780288073
64.0,,,104.08693948560239,104.08693948560239
64.25,,,104.25823389397536,104.25823389397536
64.5,,,104.42963060200121,104.4296306020012
64.75,,,104.60112918492976,104.60112918492976
65.0,,,104.77272921926419,104.77272921926419
65.25,,,104.94443028276558,104.94443028276558
65.5,,,105.11623195445762,105.11623195445762
65.75,,,105.28813381463002,105.28813381463002
66.0,,,105.46013544484425,105.46013544484425
66.25,,,105.63223642793609,105.63223642793609
66.5,,,105.80443634802052,105.80443634802052
66.75,,,105.976734790495,105.976734790495
67.0,,,106.14913134204359,106.14913134204359
67.25,,,106.32162559063966,106.32162559063966
67.5,,,106.49421712555015,106.49421712555014
67.75,,,106.66690553733841,106.66690553733841
68.0,,,106.83969041786762,106.83969041786762
68.25,,,107.01257136030327,107.01257136030327
68.5,,,107.18554795911638,107.18554795911638
68.75,,,107.35861981008661,107.35861981008662
69.0,,,107.53178651030382,107.53178651030382
69.25,,,107.70504765817185,107.70504765817185
69.5,,,107.87840285341014,107.87840285341014
69.75,,,108.05185169705611,108.05185169705612
70.0,,,108.2253937914673,108.2253937914673
70.25,,,108.39902874032359,108.39902874032359
70.5,,,108.57275614862908,108.57275614862905
70.75,,,108.74657562271335,108.74657562271335
71.0,,,108.9204867702338,108.9204867702338
71.25,,,109.09448920017687,109.09448920017688
71.5,,,109.26858252285987,109.26858252285987
71.75,,,109.44276634993153,109.44276634993153
72.0,,,109.61704029437391,109.61704029437391
72.25,,,109.79140397050335,109.79140397050335
72.5,,,109.96585699397134,109.96585699397133
72.75,,,110.14039898176537,110.14039898176537
73.0,,,110.31502955221015,110.31502955221016
73.25,,,110.4897483249672,110.4897483249672
73.5,,,110.66455492103714,110.66455492103714
73.75,,,110.83944896275871,110.8394489627587
74.0,,,111.01443007380934,111.01443007380934
74.25,,,111.1894978792063,111.1894978792063
74.5,,,111.36465200530566,111.36465200530566
74.75,,,111.5398920798034,111.5398920798034
75.0,,,111.71521773173453,111.71521773173454
75.25,,,111.89062859147367,111.89062859147367
75.5,,,112.06612429073402,112.06612429073402
75.75,,,112.2417044625682,112.24170446256818
76.0,,,112.41736874136643,112.41736874136643
76.25,,,112.593116762857,112.59311676285698
76.5,,,112.76894816410515,112.76894816410515
76.75,,,112.9448625835133,112.9448625835133
77.0,,,113.12085966081847,113.12085966081847
77.25,,,113.29693903709328,113.29693903709327
77.5,,,113.47310035474385,113.47310035474385
77.75,,,113.64934325750932,113.64934325750933
78.0,,,113.82566739045998,113.82566739045998
78.25,,,114.00207239999705,114.00207239999705
78.5,,,114.17855793385039,114.17855793385039
78.75,,,114.35512364107794,114.35512364107794
79.0,,,114.53176917206387,114.53176917206389
79.25,,,114.70849417851636,114.70849417851635
79.5,,,114.88529831346767,114.88529831346767
79.75,,,115.06218123127054,115.06218123127054
