u,LL0_Kp_Sdown,LL1_Kp_Sdown,LLm2_Kp_Sdown,LL2_Kp_Sdown,LL0_Km_Sdown,LL1_Km_Sdown,LLm2_Km_Sdown,LL2_Km_Sdown,LL0_Kp_Sup,LL1_Kp_Sup,LLm2_Kp_Sup,LL2_Kp_Sup,LL0_Km_Sup,LL1_Km_Sup,LLm2_Km_Sup,LL2_Km_Sup
-20.5,-36.18883505696255,-25.90600807154861,-57.40109398132477,50.34897784716402,-14.709695186770569,-7.73532334524576,-58.768483967435365,47.269696459786736,-34.68343505696245,-24.400608071548643,-55.8956939813248,51.85437784716397,-13.2042951867706,-6.229923345245779,-57.26308396743534,48.7750964597868
-20.0,-35.92748647872804,-25.68473682137072,-57.38399911936402,50.27818212758963,-14.971378551717727,-7.956421890338537,-58.718234109094674,47.27315408257943,-34.42208647872796,-24.179336821370715,-55.87859911936392,51.78358212758958,-13.465978551717772,-6.451021890338547,-57.21283410909465,48.778554082579376
-19.5,-35.66610158417767,-25.46343745086196,-57.3677154544527,50.20815940088494,-15.23308757892161,-8.177551536636335,-58.66878161903167,47.277446454564014,-34.16070158417772,-23.958037450861973,-55.86231545445271,51.71355940088491,-13.727687578921584,-6.672151536636336,-57.16338161903169,48.78284645456403
-19.0,-35.40468118040668,-25.24211066476101,-57.3522448272046,50.13891235442176,-15.494821640841218,-8.39871167248737,-58.62012860042715,47.28257487671615,-33.89928118040671,-23.736710664761,-55.84684482720456,51.64431235442174,-13.989421640841227,-6.893311672487399,-57.11472860042716,48.78797487671621
-18.5,-35.143226076232416,-25.02075717272137,-57.33758903316492,50.070443638839166,-15.756580103589553,-8.61990167935939,-58.57227711721391,47.28854060189398,-33.63782607623245,-23.51535717272138,-55.83218903316489,51.575843638839125,-14.25118010358959,-7.114501679359398,-57.06687711721384,48.79394060189391
-18.0,-34.881737082136496,-24.799377689187317,-57.32374982229794,50.00275586735498,-16.018362327000418,-8.841120931934809,-58.52522919347481,47.29534483436968,-33.376337082136445,-23.293977689187248,-55.818349822298,51.50815586735493,-14.512962327000432,-7.335720931934796,-57.019829193474735,48.80074483436969
-17.5,-34.620215010202685,-24.57797293326752,-57.31072889848538,49.93585161508513,-16.28016766469953,-9.062368798210327,-58.47898681284856,47.302988729376246,-33.11481501020269,-23.072572933267548,-55.80532889848535,51.44125161508512,-14.77476766469954,-7.556968798210312,-56.97358681284848,48.8083887293762
-17.0,-34.35866067405262,-24.35654362860561,-57.2985279190367,49.86973341837095,-16.541995464176495,-9.283644639598885,-58.433551917942815,47.31147339266335,-32.853260674052706,-22.85114362860568,-55.793127919036685,51.37513341837095,-15.036595464176518,-7.778244639598852,-56.92815191794288,48.81687339266333
-16.5,-34.097074888777826,-24.13509050324828,-57.28714849421228,49.804403774113,-16.803845066860422,-9.50494781103447,-58.38892640975655,47.32079988006907,-32.59167488877787,-22.629690503248277,-55.78174849421234,51.309803774112886,-15.298445066860408,-7.999547811034442,-56.88352640975652,48.82619988006908
-16.0,-33.83545847086866,-23.91361428951075,-57.27659218675856,49.739865139116,-17.0657158081976,-9.726277661081332,-58.34511214710917,47.330969197102775,-32.33005847086865,-22.40821428951079,-55.77119218675862,51.24526513911586,-15.560315808197544,-8.220877661081323,-56.83971214710917,48.83636919710277
-15.5,-33.573812238140405,-23.69211572384049,-57.26686051145682,49.67611992943986,-17.327607017731903,-9.947633532044176,-58.30211094608069,47.341982298543655,-32.06841223814041,-22.186715723840493,-55.76146051145684,51.18151992943998,-15.822207017731904,-8.442233532044172,-56.79671094608083,48.84738229854357
-15.0,-33.3121370096566,-23.47059554667728,-57.25795493468419,49.61317051976215,-17.589518019187377,-10.169014760083492,-58.25992457946021,47.35384008805035,-31.806737009656576,-21.965195546677275,-55.75255493468409,51.11857051976226,-16.08411801918736,-8.663614760083489,-56.75452457946023,48.859240088050335
-14.5,-33.05043360564907,-23.249054502312145,-57.24987687398888,49.55101924274824,-17.851448130552505,-10.390420675331864,-58.21855477620286,47.36654341778822,-31.545033605649117,-21.743654502312133,-55.74447687398884,51.0564192427482,-16.346048130552536,-8.88502067533186,-56.71315477620292,48.871943417788216
-14.0,-32.78870284743584,-23.027493338743103,-57.24262769767971,49.489668388433145,-18.11339666416893,-10.61185060201506,-58.17800322089934,47.38009308806797,-31.283302847435912,-21.522093338743133,-55.73722769767959,50.99506838843315,-16.60799666416894,-9.106450602015055,-56.67260322089937,48.88549308806797
-13.5,-32.526945557335594,-22.805912807529303,-57.23620872442749,49.42912020361253,-18.375362926819644,-10.833303858574071,-58.13827155325352,47.3944898470011,-31.02154555733561,-21.300512807529252,-55.730808724427455,50.93452020361247,-16.869962926819696,-9.327903858574048,-56.63287155325351,48.899889847001006
-13.0,-32.2651625585804,-22.58431366364263,-57.23062122288409,49.369376891245466,-18.63734621982141,-11.054779757791463,-58.09936136757208,47.40973439016904,-30.759762558580395,-21.07891366364257,-55.72522122288414,50.87477689124541,-17.131946219821405,-9.549379757791456,-56.59396136757199,48.91513439016882
-12.5,-32.00335467522507,-22.3626966653175,-57.22586641131265,49.31044060986695,-18.899345839118773,-11.276277606919887,-58.06127421226387,47.42582736030849,-30.497954675225085,-20.857296665317456,-55.7204664113124,50.81584060986695,-17.393945839118743,-9.770877606919912,-56.55587421226389,48.93122736030849
-12.0,-31.74152273205444,-22.141062573898257,-57.22194545723431,49.252313473014354,-19.16136107537973,-11.497796707812917,-58.02401158935308,47.44276934701221,-30.236122732054493,-20.63566257389832,-55.71654545723425,50.75771347301436,-17.655961075379754,-9.992396707812947,-56.518611589353085,48.94816934701208
-11.5,-31.479667554488397,-21.91941215368546,-57.21885947709106,49.194997548662,-19.423391214094327,-11.719336357059277,-57.98757495400047,47.460560886444426,-29.97426755448838,-20.414012153685444,-55.71345947709112,50.70039754866213,-17.91799121409428,-10.213936357059264,-56.48217495400043,48.96596088644444
-11.0,-31.217789968484254,-21.69774617177867,-57.21660953592152,49.13849485867204,-19.685435535674465,-11.9408958461185,-57.9519657140402,47.4792024610744,-29.712389968484256,-20.19234617177871,-55.711209535921576,50.64389485867207,-18.180035535674445,-10.435495846118537,-56.44656571404012,48.98460246107455
-10.5,-30.955890800437484,-21.476065397919907,-57.21519664705326,49.08280737825456,-19.947493315556063,-12.162474461460931,-57.91718522952636,47.4986944994242,-29.450490800437475,-19.97066539791992,-55.709796647053295,50.58820737825457,-18.44209331555605,-10.657074461460926,-56.41178522952638,49.00409449942416
-10.0,-30.693970877079355,-21.2543706043325,-57.214621771811736,49.02793703544299,-20.209563824303235,-12.38407148470776,-57.88323481229422,47.519037375833776,-29.1885708770793,-19.74897060433248,-55.70922177181166,50.53333703544283,-18.704163824303205,-10.878671484707692,-56.37783481229415,49.024437375833685
-9.5,-30.432031025373544,-21.032662565561186,-57.2148858192433,48.97388571058082,-20.471646327713152,-12.605686192775474,-57.8501157255322,47.540231410242505,-28.926631025373528,-19.52726256556118,-55.70948581924331,50.479285710580776,-18.966246327713137,-11.100286192775457,-56.3447157255322,49.04563141024249
-9.0,-30.170072072410385,-20.810942058308235,-57.21598964585627,48.92065523582316,-20.73374008692476,-12.827317858021647,-57.81782918336942,47.56227686798864,-28.66467207241033,-19.305542058308227,-55.71058964585632,50.42605523582316,-19.22834008692478,-11.32191785802164,-56.312429183369424,49.06767686798872
-8.5,-29.908094845298947,-20.5892098612699,-57.21793405537668,48.86824739465211,-20.99584435852732,-13.048965748393137,-57.78637635047491,47.58517395962394,-28.402694845298893,-19.0838098612699,-55.712534055376544,50.3736473946521,-19.49044435852736,-11.543565748393055,-56.28097635047487,49.09057395962391
-8.0,-29.64610017105774,-20.36746675497001,-57.2207197985208,48.81666392140549,-21.257958394670904,-13.270629127575704,-57.75575834167127,47.60892284074692,-28.14070017105776,-18.86206675497004,-55.71531979852075,50.322063921405416,-19.752558394670903,-11.765229127575708,-56.25035834167115,49.11432284074691
-7.5,-29.384088876503657,-20.145713521593816,-57.22434757278551,48.7659065008199,-21.52008144317908,-13.492307255147756,-57.72597622156321,47.63352361185228,-27.87868887650367,-18.640313521593814,-55.71894757278531,50.27130650082,-20.014681443179096,-11.986907255147733,-56.22057622156321,49.138923611852334
-7.0,-29.122061788139117,-19.92395094481932,-57.22881802225326,48.71597676759102,-21.78221274766284,-13.713999386733043,-57.697031004179074,47.65897631819985,-27.616661788139105,-18.418550944819327,-55.72341802225316,50.221376767591096,-20.276812747662863,-12.208599386733043,-56.19163100417901,49.16437631819976
-6.5,-28.860019732037586,-19.70217980964783,-57.234131737415744,48.66687630594467,-22.044351547635127,-13.93570477415817,-57.6689236526277,47.68528094969785,-27.3546197320376,-18.19677980964783,-55.72873173741568,50.17227630594466,-20.538951547635094,-12.430304774158255,-56.16352365262764,49.19068094969781
-6.0,-28.597963533728635,-19.48040090223456,-57.240289255013934,48.6186066492273,-22.306497078627704,-14.157422665610426,-57.64165507877024,47.71243744080832,-27.092563533728637,-17.975000902234516,-55.73488925501371,50.12400664922721,-20.801097078627706,-12.652022665610367,-56.13625507877023,49.2178374408084
-5.5,-28.335894018079955,-19.25861500971614,-57.24729105789393,48.57116927950952,-22.568648572308945,-14.37915230579678,-57.61522614290681,47.74044567046581,-26.830494018079943,-17.753215009716143,-55.741891057893824,50.07656927950956,-21.063248572308968,-12.87375230579678,-56.10982614290685,49.24584567046584
-5.0,-28.073812009179957,-19.036822920039747,-57.2551375748825,48.52456562720679,-22.83080525660222,-14.600892936106478,-57.58963765347826,47.76930546201762,-26.56841200917999,-17.5314229200398,-55.749737574882495,50.0299656272068,-21.32540525660225,-13.095492936106451,-56.08423765347831,49.27470546201759
-4.5,-27.8117183302177,-18.81502542178955,-57.263829180678464,48.478797070714826,-23.09296635580614,-14.822643794773205,-57.56489036678434,47.79901658317974,-26.30631833021775,-17.309625421789498,-55.758429180678384,49.98419707071492,-21.58756635580619,-13.317243794773187,-56.05949036678431,49.30441658317972
-4.0,-27.54961380336289,-18.59322330401337,-57.27336619575983,48.43386493606272,-23.355131090714952,-15.044404117040116,-57.54098498671569,47.82957874601203,-26.04421380336288,-17.087823304013366,-55.76796619575985,49.93926493606264,-21.849731090714908,-13.539004117040106,-56.03558498671565,49.33497874601219
-3.5,-27.28749924964439,-18.371417356049,-57.28374888631227,48.38977049658162,-23.61729867874085,-15.266173135325609,-57.517922164504775,47.860991606912144,-25.78209924964435,-16.866017356048953,-55.77834888631221,49.89517049658169,-22.111898678740907,-13.760773135325568,-56.01252216450473,49.36639160691217
-3.0,-27.02537548882772,-18.14960836734941,-57.29497746417047,48.34651497259063,-23.87946833403623,-15.487950079389998,-57.49570249848968,47.89325476662541,-25.51997548882768,-16.644208367349375,-55.78957746417053,49.85191497259061,-22.37406833403624,-13.982550079389965,-55.99030249848959,49.39865476662546
-2.5,-26.76324333929231,-17.92779712730819,-57.30705208678116,48.30409953109897,-24.141639267616597,-15.709734176504796,-57.474326533896686,47.9263677702753,-25.25784333929229,-16.42239712730822,-55.80165208678112,49.80949953109887,-22.63623926761658,-14.204334176504783,-55.968926533896585,49.43176777027531
-2.0,-26.50110361790749,-17.705984425084257,-57.31997285717996,48.2625252855261,-24.40381068748517,-15.931524651621322,-57.45379476263768,47.96033010741122,-24.995703617907488,-16.200584425084266,-55.81457285718,49.76792528552597,-22.898410687485203,-14.426124651621324,-55.94839476263765,49.46573010741121
-1.5,-26.2389571399085,-17.48417104942688,-57.33373982398874,48.221793295437735,-24.665981798756896,-16.153320727541992,-57.43410762312544,47.99514121207423,-24.73355713990844,-15.978771049426854,-55.828339823988806,49.72719329543791,-23.160581798756905,-14.647920727541994,-55.928707623125376,49.50054121207433
-1.0,-25.976804718771454,-17.262357788500005,-57.3483529814283,48.18190456630186,-24.928151803783287,-16.37512162509131,-57.41526550010449,48.0308004628814,-24.47140471877146,-15.756957788499962,-55.84295298142824,49.687304566301854,-23.422751803783243,-14.869721625091296,-55.90986550010435,49.53620046288137
-0.5,-25.71464716608831,-17.04054542970741,-57.36381226934959,48.14286004925818,-25.190319902277807,-16.596926563287585,-57.39726872449985,48.06730718312814,-24.209247166088264,-15.535145429707386,-55.85841226934946,49.64826004925808,-23.68491990227777,-15.091526563287609,-55.891868724499865,49.57270718312816
0.0,-25.392175074787488,-16.75842654609375,-57.31980504372349,48.164973197273824,-25.512795508095376,-16.879042972940795,-57.44043010284083,48.04434808454512,-21.50011507962551,-14.133415552410716,-54.72868848030756,50.093118742922414,-26.394055503257352,-16.49325396662385,-57.02965571993015,49.13591159257025
0.5,-25.190319902277796,-16.596926563287596,-57.397268724499874,48.06730718312815,-25.71464716608832,-17.04054542970739,-57.36381226934944,48.14286004925809,-23.6849199022778,-15.091526563287603,-55.89186872449989,49.57270718312816,-24.20924716608832,-15.535145429707384,-55.85841226934944,49.64826004925813
1.0,-24.92815180378325,-16.375121625091314,-57.41526550010443,48.03080046288139,-25.97680471877144,-17.26235778849996,-57.34835298142828,48.18190456630197,-23.422751803783218,-14.869721625091255,-55.90986550010447,49.53620046288136,-24.471404718771428,-15.75695778849996,-55.84295298142828,49.68730456630188
1.5,-24.665981798756903,-16.153320727542013,-57.43410762312529,47.99514121207424,-26.238957139908525,-17.48417104942689,-57.33373982398879,48.22179329543788,-23.160581798756887,-14.647920727542012,-55.92870762312532,49.50054121207424,-24.733557139908527,-15.978771049426882,-55.82833982398874,49.72719329543784
2.0,-24.403810687485183,-15.931524651621336,-57.45379476263764,47.96033010741115,-26.5011036179075,-17.705984425084253,-57.31997285717997,48.26252528552602,-22.8984106874852,-14.426124651621311,-55.94839476263763,49.465730107411126,-24.99570361790751,-16.200584425084266,-55.814572857179975,49.76792528552596
2.5,-24.141639267616576,-15.709734176504824,-57.47432653389652,47.92636777027532,-26.763243339292195,-17.9277971273082,-57.30705208678122,48.30409953109893,-22.636239267616503,-14.20433417650477,-55.96892653389664,49.43176777027536,-25.257843339292307,-16.422397127308187,-55.80165208678122,49.80949953109886
3.0,-23.8794683340362,-15.487950079389954,-57.495702498489656,47.893254766625525,-27.0253754888277,-18.14960836734941,-57.294977464170486,48.34651497259072,-22.374068334036167,-13.98255007938996,-55.990302498489626,49.39865476662547,-25.519975488827672,-16.644208367349407,-55.78957746417049,49.85191497259066
3.5,-23.617298678740884,-15.266173135325586,-57.51792216450472,47.86099160691212,-27.287499249644405,-18.371417356049008,-57.28374888631228,48.38977049658176,-22.11189867874089,-13.760773135325604,-56.012522164504745,49.3663916069122,-25.782099249644396,-16.866017356048996,-55.77834888631223,49.8951704965817
4.0,-23.355131090714924,-15.044404117040134,-57.54098498671566,47.82957874601202,-27.54961380336288,-18.59322330401342,-57.273366195760026,48.433864936062655,-21.84973109071492,-13.53900411704015,-56.03558498671567,49.3349787460121,-26.044213803362908,-17.08782330401337,-55.76796619575987,49.93926493606267
4.5,-23.09296635580612,-14.822643794773189,-57.56489036678432,47.79901658317971,-27.81171833021772,-18.815025421789567,-57.26382918067839,48.47879707071488,-21.58756635580616,-13.317243794773203,-56.05949036678427,49.304416583179645,-26.30631833021767,-17.309625421789587,-55.75842918067846,49.98419707071477
5.0,-22.830805256602247,-14.60089293610647,-57.58963765347831,47.76930546201757,-28.07381200917996,-19.036822920039764,-57.25513757488256,48.52456562720676,-21.32540525660225,-13.09549293610647,-56.08423765347828,49.27470546201761,-26.568412009179923,-17.531422920039766,-55.74973757488254,50.02996562720672
5.5,-22.568648572308955,-14.379152305796788,-57.61522614290695,47.74044567046591,-28.33589401807993,-19.25861500971613,-57.24729105789381,48.571169279509455,-21.06324857230897,-12.873752305796824,-56.10982614290677,49.245845670465904,-26.83049401807991,-17.753215009716133,-55.7418910578937,50.07656927950949
6.0,-22.306497078627665,-14.157422665610367,-57.64165507877024,47.71243744080829,-28.59796353372864,-19.4804009022346,-57.24028925501375,48.61860664922722,-20.8010970786277,-12.652022665610389,-56.13625507877024,49.217837440808296,-27.09256353372866,-17.975000902234527,-55.73488925501373,50.12400664922723
6.5,-22.04435154763509,-13.935704774158236,-57.66892365262749,47.685280949697855,-28.860019732037543,-19.702179809647845,-57.234131737415645,48.66687630594451,-20.538951547635083,-12.430304774158234,-56.16352365262762,49.19068094969765,-27.354619732037563,-18.19677980964783,-55.72873173741565,50.17227630594466
7.0,-21.78221274766282,-13.713999386733027,-57.69703100417921,47.658976318199706,-29.12206178813911,-19.923950944819307,-57.22881802225319,48.71597676759112,-20.27681274766281,-12.20859938673305,-56.19163100417903,49.1643763181997,-27.616661788139076,-18.4185509448193,-55.72341802225318,50.22137676759112
7.5,-21.52008144317911,-13.492307255147749,-57.725976221563,47.633523611852326,-29.384088876503647,-20.1457135215938,-57.22434757278543,48.765906500819966,-20.01468144317908,-11.986907255147708,-56.22057622156324,49.1389236118523,-27.87868887650362,-18.64031352159384,-55.718947572785375,50.27130650081995
8.0,-21.257958394670872,-13.270629127575727,-57.755758341671104,47.60892284074693,-29.646100171057736,-20.36746675497,-57.22071979852073,48.81666392140541,-19.75255839467087,-11.7652291275757,-56.25035834167123,49.11432284074684,-28.14070017105774,-18.86206675497004,-55.71531979852073,50.32206392140538
8.5,-20.99584435852732,-13.048965748393078,-57.78637635047481,47.5851739596239,-29.908094845298965,-20.5892098612699,-57.21793405537669,48.86824739465212,-19.490444358527327,-11.543565748393071,-56.280976350474816,49.090573959624,-28.402694845298942,-19.08380986126994,-55.712534055376594,50.37364739465212
9.0,-20.733740086924797,-12.827317858021658,-57.81782918336953,47.56227686798872,-30.170072072410328,-20.81094205830825,-57.21598964585635,48.92065523582315,-19.228340086924856,-11.321917858021624,-56.31242918336943,49.067676867988624,-28.66467207241033,-19.30554205830826,-55.71058964585632,50.42605523582317
9.5,-20.47164632771315,-12.605686192775462,-57.85011572553221,47.54023141024273,-30.432031025373576,-21.032662565561186,-57.214885819243285,48.97388571058074,-18.966246327713144,-11.100286192775435,-56.34471572553217,49.04563141024252,-28.926631025373556,-19.52726256556119,-55.70948581924322,50.47928571058065
10.0,-20.20956382430317,-12.3840714847077,-57.88323481229412,47.51903737583381,-30.69397087707928,-21.254370604332504,-57.21462177181169,49.02793703544296,-18.70416382430321,-10.878671484707729,-56.37783481229411,49.024437375833735,-29.18857087707933,-19.748970604332463,-55.70922177181168,50.533337035442926
10.5,-19.9474933155561,-12.16247446146095,-57.917185229526446,47.49869449942436,-30.955890800437476,-21.476065397919918,-57.21519664705333,49.082807378254685,-18.442093315556093,-10.657074461460928,-56.41178522952637,49.00409449942431,-29.450490800437453,-19.970665397919948,-55.70979664705333,50.58820737825455
11.0,-19.68543553567447,-11.940895846118526,-57.95196571404011,47.479202461074514,-31.21778996848428,-21.69774617177872,-57.21660953592152,49.13849485867201,-18.18003553567446,-10.435495846118531,-56.44656571404016,48.98460246107449,-29.712389968484285,-20.19234617177868,-55.71120953592152,50.64389485867202
